Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Why does ConsentForm.load cause android ANR sometimes?,android,https://stackoverflow.com/questions/50797981/why-does-consentform-load-cause-android-anr-sometimes,True, ANR ,Responsiveness,"Main Thread
HTTP Request",,,,,1,1,1
Recyclerview Out Of Memory Error (using Volley),"java,android,json,android-recyclerview,android-volley",https://stackoverflow.com/questions/50776083/recyclerview-out-of-memory-error-using-volley,True,out of memory,Memory Consumption,Dynamic UI Loading,,,"I would say that this happens because you're disabling nested scrolling of the RecyclerView and also putting the RecyclerView inside the NestedScrollView resulting in the RecyclerView to load all the items at once and not to recycle any views which result in OOM and performance issues.

","Remove the NestedScrollView and set the ScrollListener on the RecyclerView directly.
Delete recyclerView.setNestedScrollingEnabled(false);",1,1,1
Tab layout possibly causing memory leak,"android,memory-leaks,android-viewpager,android-tablayout",https://stackoverflow.com/questions/50771563/tab-layout-possibly-causing-memory-leak,True,memory leak,Memory Consumption,"Activity
Fragment
Object Creation",,,,,1,1,1
Footer buttons/links become unresponsive on mobile Chrome (v67.0.3396.68 on Android),"android,google-chrome,mobile,hyperlink",https://stackoverflow.com/questions/50723672/footer-buttons-links-become-unresponsive-on-mobile-chrome-v67-0-3396-68-on-andr,True,unresponsive,Responsiveness,Dynamic UI Loading,,,,,1,1,1
is using too many fragment slowdown an android apps?,"android,android-fragments",https://stackoverflow.com/questions/50692606/is-using-too-many-fragment-slowdown-an-android-apps,True,slowdown,Responsiveness,Resource,,,,,1,1,1
How to solve &#39; ANR Reason: executing service &#39; Error from service class?,"android,service,build,android-mediaplayer,android-intentservice",https://stackoverflow.com/questions/50665703/how-to-solve-anr-reason-executing-service-error-from-service-class,True, ANR ,Responsiveness,Background Thread,,,,,1,1,1
memory leak on EditText click,"java,android,memory-leaks",https://stackoverflow.com/questions/50664320/memory-leak-on-edittext-click,True,memory leak,Memory Consumption,"Resource
Object Creation",,,,,1,1,1
Memory Leak from NotificationManager,"android,memory-leaks",https://stackoverflow.com/questions/50661518/memory-leak-from-notificationmanager,True,memory leak,Memory Consumption,Activity,,,,,1,1,1
How do you solve high latency with UDP on mobile devices,"android,ios,unity-game-engine,udp",https://stackoverflow.com/questions/50658421/how-do-you-solve-high-latency-with-udp-on-mobile-devices,True,latency,Responsiveness,No,,,,,1,1,1
out of memory error imageview,"android,image,imageview",https://stackoverflow.com/questions/50645311/out-of-memory-error-imageview,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android - non UI Thread rendering my UI unresponsive,"java,android,multithreading,inputstream,outputstream",https://stackoverflow.com/questions/50644743/android-non-ui-thread-rendering-my-ui-unresponsive,True,unresponsive,Responsiveness,"Background Thread
Main Thread",,,,,1,1,1
Fragment Logo Animation High CPU Usage,"android,performance,android-fragments,animation,cpu",https://stackoverflow.com/questions/37946481/fragment-logo-animation-high-cpu-usage,True,cpu usage,CPU Usage,UI Rendering,,,,,1,1,1
Out of memory error when decoding a Bitmap,"android,bitmap",https://stackoverflow.com/questions/37938744/out-of-memory-error-when-decoding-a-bitmap,True,out of memory,Memory Consumption,"Resource
Image",,,,,1,1,1
memory leak when declaring and assigning an object,"java,android,memory,memory-management,memory-leaks",https://stackoverflow.com/questions/37931778/memory-leak-when-declaring-and-assigning-an-object,True,memory leak,Memory Consumption,"Loop
Object Creation
Background Thread",,,,,1,1,1
How to handle out of memory exceptions in android,android,https://stackoverflow.com/questions/37882583/how-to-handle-out-of-memory-exceptions-in-android,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
Out of memory when adding custom markers with image to Google Maps?,"android,google-maps,google-maps-markers",https://stackoverflow.com/questions/37875679/out-of-memory-when-adding-custom-markers-with-image-to-google-maps,True,out of memory,Memory Consumption,"Object Creation
Image
Resource",,,,,1,1,1
getting Out of memory on a 18662412-byte allocation error while load 15 image,"android,android-recyclerview",https://stackoverflow.com/questions/37861403/getting-out-of-memory-on-a-18662412-byte-allocation-error-while-load-15-image,True,out of memory,Memory Consumption,"Resource
Image",,,,,1,1,1
Android Application Not Responding java.lang.RuntimeException: Unable to resume activity,"java,android,android-studio,bluetooth",https://stackoverflow.com/questions/37857214/android-application-not-responding-java-lang-runtimeexception-unable-to-resume,True,application not responding,No,No,,,,,0,0,0
Android Gradle Flavors has any apk size impact?,"android,gradle,android-productflavors",https://stackoverflow.com/questions/37854008/android-gradle-flavors-has-any-apk-size-impact,True,apk size,No,No,,,,,0,0,0
How to Scale an image or resize to avoid out of memory error?,"java,android,image,bitmap",https://stackoverflow.com/questions/37851853/how-to-scale-an-image-or-resize-to-avoid-out-of-memory-error,True,out of memory,Memory Consumption,No,,,,,1,1,1
&quot;There is not enough storage space on the device to store package&quot; when starting Android emulator,"android,xamarin,visual-studio-2015,mono",https://stackoverflow.com/questions/37836021/there-is-not-enough-storage-space-on-the-device-to-store-package-when-starting,True,storage space,Storage Consumption,Configuration,,,,,1,1,1
Out of memory Socket.IO rendering Android application,"java,android,node.js,socket.io",https://stackoverflow.com/questions/37819593/out-of-memory-socket-io-rendering-android-application,True,out of memory,Memory Consumption,"Image
Loop",,,,,1,1,1
Android. Force ANR dump,"android,adb",https://stackoverflow.com/questions/37807802/android-force-anr-dump,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
"shrinkresource ,proguard etc in xamarin doesn&#39;t reduce my app size","android,xamarin,proguard,publishing,shrinkresources",https://stackoverflow.com/questions/37792219/shrinkresource-proguard-etc-in-xamarin-doesnt-reduce-my-app-size,True,app size,No,No,,,,,0,0,0
android how to avoid this out of memory error,"android,out-of-memory,drawable",https://stackoverflow.com/questions/37776939/android-how-to-avoid-this-out-of-memory-error,True,out of memory,Memory Consumption,"Resource
Image",,,,,1,1,1
Application not responding after integrating Firebase Crash Reporting,"android,firebase,android-6.0-marshmallow,android-gallery,firebase-crash-reporting",https://stackoverflow.com/questions/37763537/application-not-responding-after-integrating-firebase-crash-reporting,True,application not responding,Responsiveness,No,,,,,1,1,1
Firebase ANR - Not even using firebase,"android,firebase,android-anr-dialog",https://stackoverflow.com/questions/37760401/firebase-anr-not-even-using-firebase,True, ANR ,Responsiveness,"Service
Background Thread",,,,,1,1,1
"Android memory leak on device, not on emulator","java,android,memory-leaks,garbage-collection",https://stackoverflow.com/questions/37758010/android-memory-leak-on-device-not-on-emulator,True,memory leak,Memory Consumption,Activity,,check,,,1,0,1
android - ANR on taking picture from gallery/camera,"android,android-camera,gallery,android-anr-dialog",https://stackoverflow.com/questions/37743711/android-anr-on-taking-picture-from-gallery-camera,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
Iam getting this exception of gc out of memory .i tried my option but my app hangs becuse of this,"android,android-studio,gradle,garbage-collection,build.gradle",https://stackoverflow.com/questions/37742293/iam-getting-this-exception-of-gc-out-of-memory-i-tried-my-option-but-my-app-han,True,out of memory,Memory Consumption,"Third-Party Library
Image",,,,,1,1,1
Get Cached data storage programmatically,"android,caching",https://stackoverflow.com/questions/37738874/get-cached-data-storage-programmatically,True,data storage,No,No,,,,,0,0,0
Out of memory error when using Firebase in Android,"android,firebase",https://stackoverflow.com/questions/37734624/out-of-memory-error-when-using-firebase-in-android,True,out of memory,Memory Consumption,"Object Creation
Recursive Call",,,,,1,1,1
Warning: Do not place Android context classes in static fields; this is a memory leak (and also breaks Instant Run),"android,android-studio-2.2",https://stackoverflow.com/questions/37709918/warning-do-not-place-android-context-classes-in-static-fields-this-is-a-memory,True,memory leak,Memory Consumption,Data Type,,,,,1,1,1
Android Studio OOM Exception?,"java,android,android-studio,out-of-memory",https://stackoverflow.com/questions/37647057/android-studio-oom-exception,True, oom ,Memory Consumption,No,,,,,1,1,1
Android Studio Out Of Memory Error ViewFlipper,"javascript,android,out-of-memory",https://stackoverflow.com/questions/37627542/android-studio-out-of-memory-error-viewflipper,True,out of memory,No,No,,,,,0,0,0
Application not responding after adding Firebase,"android,firebase",https://stackoverflow.com/questions/37625747/application-not-responding-after-adding-firebase,True,application not responding,Responsiveness,No,,,,,1,1,1
HashMap into ArrayList Out of Memory,"java,android,arraylist,hashmap",https://stackoverflow.com/questions/37613820/hashmap-into-arraylist-out-of-memory,True,out of memory,Memory Consumption,Data Type,,,,,1,1,1
Adding images to the gridview dynamically gives out of memory error,"android,gridview",https://stackoverflow.com/questions/37611262/adding-images-to-the-gridview-dynamically-gives-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Sencha cmd 6.1 makes app size bigger,"android,ios,cordova,sencha-touch-2,sencha-cmd",https://stackoverflow.com/questions/37603008/sencha-cmd-6-1-makes-app-size-bigger,True,app size,No,No,,,,,0,0,0
ViewPager memory leak,"android,memory-leaks,android-viewpager",https://stackoverflow.com/questions/37591376/viewpager-memory-leak,True,memory leak,No,No,,,,,0,0,0
How to properly extract files (out of memory)?,android,https://stackoverflow.com/questions/37570645/how-to-properly-extract-files-out-of-memory,True,out of memory,Memory Consumption,Image,,,,,1,1,1
custom ArrayAdapter for listView with images out of memory,"android,image,out-of-memory,android-arrayadapter",https://stackoverflow.com/questions/37548349/custom-arrayadapter-for-listview-with-images-out-of-memory,True,out of memory,Memory Consumption,Image,"Turns out images that you load are big enough to cause OutOfMemoryError, learn about Loading Large Bitmaps Efficiently, or switch to using an image loading framework, such as Picasso or Glide.",example,,,1,1,1
Android: Out of memory,"android,memory,picasso,android-bitmap",https://stackoverflow.com/questions/37521114/android-out-of-memory,True,out of memory,Memory Consumption,"Image
Object Creation
AsyncTask",,,,,1,1,1
Firebase addValueEventListener response time little slow?,"android,firebase,firebase-realtime-database",https://stackoverflow.com/questions/37508991/firebase-addvalueeventlistener-response-time-little-slow,True,response time,Responsiveness,HTTP Request,,,,,1,1,1
java out of memory exception on setting multiple images on GridView using baseadapter,"java,android,out-of-memory,android-gridview,baseadapter",https://stackoverflow.com/questions/37467658/java-out-of-memory-exception-on-setting-multiple-images-on-gridview-using-basead,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
What is the reasonable frequency of ScanCallback when using Android BLE ScanSettings.SCAN_MODE_LOW_LATENCY?,"android,android-5.0-lollipop,bluetooth-lowenergy",https://stackoverflow.com/questions/37464027/what-is-the-reasonable-frequency-of-scancallback-when-using-android-ble-scansett,True,latency,Responsiveness,No,,,,,1,1,1
Memory leak with simple activities navigation,"android,memory-leaks,xamarin,xamarin.android",https://stackoverflow.com/questions/37387216/memory-leak-with-simple-activities-navigation,True,memory leak,Memory Consumption,"Activity
Object Creation",,,,,1,1,1
Android low latency OpenSLES: Recorder stop working on audio route change to speaker,"android,android-ndk,android-audiomanager,android-audiorecord,opensl",https://stackoverflow.com/questions/37372289/android-low-latency-opensles-recorder-stop-working-on-audio-route-change-to-spe,True,latency,Responsiveness,Resource,,,,,1,1,1
Out of memory exception caused by listview of bitmap,"android,listview,bitmap",https://stackoverflow.com/questions/37363606/out-of-memory-exception-caused-by-listview-of-bitmap,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
Android ANR when user is coming from background,"android,android-anr-dialog",https://stackoverflow.com/questions/37321352/android-anr-when-user-is-coming-from-background,True, ANR ,Responsiveness,"Background Thread
HTTP Request",,,,,1,1,1
Android memory leak Custom view,"android,memory-leaks,android-custom-view",https://stackoverflow.com/questions/37296422/android-memory-leak-custom-view,True,memory leak,"Responsiveness
Memory Consumption",View,"You have to remove runnable for animation when view is detached.
Drawing View",example,,,1,1,1
Android automation tests with Espresso - how to prevent dagger graph memory leaks?,"android,automated-tests,android-espresso,dagger-2",https://stackoverflow.com/questions/37294264/android-automation-tests-with-espresso-how-to-prevent-dagger-graph-memory-leak,True,memory leak,Memory Consumption,"Object Creation
Singleton",,,,,1,1,1
android out of memory error,"java,android,spring,web-services,out-of-memory",https://stackoverflow.com/questions/37293759/android-out-of-memory-error,True,out of memory,Memory Consumption,No,,,,,1,1,1
Is it possible to keep NIO in OP_WRITE mode without high CPU usage,"java,android,tcp,nio",https://stackoverflow.com/questions/37241418/is-it-possible-to-keep-nio-in-op-write-mode-without-high-cpu-usage,True,cpu usage,No,No,,,,,0,0,0
Response timeout xamarin android,"c#,android,json,xamarin",https://stackoverflow.com/questions/37238239/response-timeout-xamarin-android,True,response time,Responsiveness,HTTP Request,,,,,1,1,1
Catering for devices running Jelly bean as well as versions later than Jelly bean when obtaining application data usage,"java,android,android-studio",https://stackoverflow.com/questions/37181492/catering-for-devices-running-jelly-bean-as-well-as-versions-later-than-jelly-bea,True,data usage,No,No,,,,,0,0,0
App is getting OOM when going to and fro from one activity to other Multiple time,"android,android-studio,out-of-memory,android-studio-2.0",https://stackoverflow.com/questions/37159069/app-is-getting-oom-when-going-to-and-fro-from-one-activity-to-other-multiple-tim,True, oom ,Memory Consumption,"Resource
Image",,,,,1,1,1
android UI lag on some devices,"android,android-fragments,android-gridview,navigation-drawer",https://stackoverflow.com/questions/37158466/android-ui-lag-on-some-devices,True,UI lag,Responsiveness,Main Thread,,,,,1,1,1
How to calculate cache size in android programmaticaly?,"android,caching",https://stackoverflow.com/questions/37156222/how-to-calculate-cache-size-in-android-programmaticaly,True,cache size,No,No,,,,,0,0,0
Multiple enqueue in retrofit causing out of memory error?,"android,out-of-memory,retrofit,retrofit2",https://stackoverflow.com/questions/37155783/multiple-enqueue-in-retrofit-causing-out-of-memory-error,True,out of memory,Memory Consumption,"Loop
Background Thread",,,,,1,1,1
Loading images from sdcard into a gridview throwing Out of memory exception?,"android,image,gridview,bitmap",https://stackoverflow.com/questions/37138102/loading-images-from-sdcard-into-a-gridview-throwing-out-of-memory-exception,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
Cannot solve out of memory error when loading from gallery,"android,memory",https://stackoverflow.com/questions/37108021/cannot-solve-out-of-memory-error-when-loading-from-gallery,True,out of memory,Memory Consumption,"Image
Third-Party Library",,,,,1,1,1
How to reduce Apk size when 80% size is due to the third party library?,"android,android-gradle-plugin,size,apk",https://stackoverflow.com/questions/41504567/how-to-reduce-apk-size-when-80-size-is-due-to-the-third-party-library,True,apk size,Storage Consumption,Third-Party Library,,,,,1,1,1
Android MONKEY ANR at android.os.MessageQueue.nativePollOnce,"android,monkey",https://stackoverflow.com/questions/41498617/android-monkey-anr-at-android-os-messagequeue-nativepollonce,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
Can setting Looper in a thread cause a java memory leak?,"java,android,multithreading,memory-leaks",https://stackoverflow.com/questions/41491886/can-setting-looper-in-a-thread-cause-a-java-memory-leak,True,memory leak,Memory Consumption,Background Thread,,,,,1,1,1
Android Out of Memory,"android,android-studio,android-memory",https://stackoverflow.com/questions/41451279/android-out-of-memory,True,out of memory,Memory Consumption,Object Creation,,,,,1,1,1
Out of Memory : android.support.v7.app.AppCompatActivity.onCreate,"android,out-of-memory,android-appcompat,appcompatactivity",https://stackoverflow.com/questions/41444321/out-of-memory-android-support-v7-app-appcompatactivity-oncreate,True,out of memory,Memory Consumption,"Resource
Image",,,,,1,1,1
"Cpu usage is too high, Up to 95%",android,https://stackoverflow.com/questions/41440420/cpu-usage-is-too-high-up-to-95,True,cpu usage,CPU Usage,Loop,,,,,1,1,1
Good approach to avoid memory leaks,"java,android,mvvm,memory-leaks,garbage-collection",https://stackoverflow.com/questions/41432512/good-approach-to-avoid-memory-leaks,True,memory leak,No,No,,,,,0,1,0
Memory Leak with AsyncTask,"android,memory-leaks,android-asynctask",https://stackoverflow.com/questions/41427926/memory-leak-with-asynctask,True,memory leak,Memory Consumption,"AsyncTask
Resource",,,,,1,1,1
MediaControllerCompat memory leak,"java,android,memory-leaks,leakcanary,android-mediasession",https://stackoverflow.com/questions/41396814/mediacontrollercompat-memory-leak,True,memory leak,No,No,,,,,0,0,0
How to keep CPU usage level low in Socket long connection,"java,android,sockets",https://stackoverflow.com/questions/41389786/how-to-keep-cpu-usage-level-low-in-socket-long-connection,True,cpu usage,CPU Usage,Image,,,,,1,1,1
Memory leak problems on Android,"java,android,android-studio,memory-leaks,handler",https://stackoverflow.com/questions/41389155/memory-leak-problems-on-android,True,memory leak,Memory Consumption,"Object Creation
Background Thread",,,,,1,1,1
Android : Out of memory exception while scrolling GridView?,"android,gridview,out-of-memory,android-gridview",https://stackoverflow.com/questions/41374960/android-out-of-memory-exception-while-scrolling-gridview,True,out of memory,Memory Consumption,Configuration,"I suggest you to use a library called Glide, to use this library add the followings in your gradle file

dependencies {
  compile 'com.github.bumptech.glide:glide:3.7.0'
}
And then create a folder named drawable-nodpi inside your res folder . Put all of your images there and don't forget to remove your images from drawable-hdpi and other drawable folder . Make sure images only exist in drawable-nodpi folder. Then instead of imageView.setImageResource(mThumbIds[position]); this , do the following

Glide.with(mContext)
     .load(mThumbIds[position])
     .diskCacheStrategy( DiskCacheStrategy.NONE )
     .skipMemoryCache( true )
     .into(imageView);
Let me know if it works .",example,,,1,1,1
Updating TextView and running Animation on rows in RecyclerView is causing memory leak,"android,memory-leaks",https://stackoverflow.com/questions/41370027/updating-textview-and-running-animation-on-rows-in-recyclerview-is-causing-memor,True,memory leak,Responsiveness,"UI Rendering
Main Thread",,,,,1,1,1
Out of Memory (OOM) in android?,"java,android,android-videoview,heap-memory",https://stackoverflow.com/questions/41257082/out-of-memory-oom-in-android,True,out of memory,Memory Consumption,"Resource
File Handling",,,,,1,1,1
Memory Leak on using PhoneStateListener,"android,memory,memory-leaks,phone-state-listener,leakcanary",https://stackoverflow.com/questions/41256909/memory-leak-on-using-phonestatelistener,True,memory leak,Memory Consumption,"Object Creation
Service",,,,,1,1,1
Android - Good practices to avoid Memory leaks,"android,performance,memory,memory-leaks,imageview",https://stackoverflow.com/questions/41252385/android-good-practices-to-avoid-memory-leaks,True,memory leak,Memory Consumption,"Fragment
Image
Resource",,,,,1,1,1
How to apply bitmap recycle in recycleView because of out of memory exception,"android,bitmap,out-of-memory,android-recyclerview",https://stackoverflow.com/questions/41239900/how-to-apply-bitmap-recycle-in-recycleview-because-of-out-of-memory-exception,True,out of memory,Memory Consumption,"Image
AsyncTask",,,,,1,1,1
Picaso Run out of memory when load more then 100 image,"android,picasso",https://stackoverflow.com/questions/41234324/picaso-run-out-of-memory-when-load-more-then-100-image,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Does adding dependency to gradle in android studio while not using it at all affect apk size?,"android,android-gradle-plugin,apk,libraries",https://stackoverflow.com/questions/41221828/does-adding-dependency-to-gradle-in-android-studio-while-not-using-it-at-all-aff,True,apk size,Storage Consumption,"Third-Party Library
Redundant Code",,,,,1,1,1
sqlite orientation change memory leak,"java,android,sqlite",https://stackoverflow.com/questions/41214981/sqlite-orientation-change-memory-leak,True,memory leak,Memory Consumption,"Object Creation
Activity
Database Operation",,,,,1,1,1
Android app cpu usage jump to 50-100% and trace show only JDWP,"java,android,performance,trace",https://stackoverflow.com/questions/41208828/android-app-cpu-usage-jump-to-50-100-and-trace-show-only-jdwp,True,cpu usage,CPU Usage,No,,,,,1,1,1
Data usage API subscriber Id,android,https://stackoverflow.com/questions/41202197/data-usage-api-subscriber-id,True,data usage,No,No,,,,,0,0,0
View is unresponsive after applying a long list of Paths,"android,android-canvas,android-view,android-bitmap",https://stackoverflow.com/questions/41198887/view-is-unresponsive-after-applying-a-long-list-of-paths,True,unresponsive,Responsiveness,"UI Rendering
Dynamic UI Loading",,,,,1,1,1
Im pretty confident there is a memory leak in my DemoTable Class?,"java,android,xml",https://stackoverflow.com/questions/41193525/im-pretty-confident-there-is-a-memory-leak-in-my-demotable-class,True,memory leak,Memory Consumption,"Resource
Image
View",,,,,1,1,1
QuickBlox memory leak,"java,android,memory-leaks",https://stackoverflow.com/questions/41188405/quickblox-memory-leak,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Converting JSONObject to JsonObject throwing out of memory exception,"android,json,out-of-memory,retrofit2,gson",https://stackoverflow.com/questions/41123464/converting-jsonobject-to-jsonobject-throwing-out-of-memory-exception,True,out of memory,No,No,,,,,0,0,0
Volley Change response timeout- Don&#39;t set duplicate,"java,android,android-volley",https://stackoverflow.com/questions/41114504/volley-change-response-timeout-dont-set-duplicate,True,response time,Responsiveness,HTTP Request,,,,,1,1,1
Android Out of memory error in creating bitmap for screen shot,"android,bitmap",https://stackoverflow.com/questions/41104920/android-out-of-memory-error-in-creating-bitmap-for-screen-shot,True,out of memory,Memory Consumption,"Object Creation
Image",,,,,1,1,1
MapView keeping Context cause memory leak,"android,google-maps,memory-leaks,android-mapview,leakcanary",https://stackoverflow.com/questions/41097269/mapview-keeping-context-cause-memory-leak,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Is this memory leak in my code or AOSP?,"android,leakcanary",https://stackoverflow.com/questions/41034911/is-this-memory-leak-in-my-code-or-aosp,True,memory leak,Memory Consumption,Activity,,,,,1,1,1
Android: Memory Leak,"android,memory-leaks,android-memory,java-memory-leaks",https://stackoverflow.com/questions/41033095/android-memory-leak,True,memory leak,Memory Consumption,Activity,,check,"It will cause a memory leak as your service class is working on a separate thread and passing a static reference to your activity will keep the instance in memory even if the activity is dismissed and not garbage collected, a safer way to do this is passing a reference of your activity as a parameter to your service and storing it in a weakreference something like this

",,1,0,1
SQLite Database vs. File based Data storage from Battery Performance Impact perspective,"android,performance,sqlite,service",https://stackoverflow.com/questions/40965083/sqlite-database-vs-file-based-data-storage-from-battery-performance-impact-pers,True,data storage,No,No,,,,,0,0,0
clear bitmaps on refresh to stop out of memory exception,"java,android,bitmap",https://stackoverflow.com/questions/40956235/clear-bitmaps-on-refresh-to-stop-out-of-memory-exception,True,out of memory,Memory Consumption,Image,,,,,1,1,1
How to to prevent out of memory exception in Runnable,"android,runnable",https://stackoverflow.com/questions/40943174/how-to-to-prevent-out-of-memory-exception-in-runnable,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
android out of memory error after multiple reloads,"java,android",https://stackoverflow.com/questions/40939116/android-out-of-memory-error-after-multiple-reloads,True,out of memory,Memory Consumption,"Image
Resource
AsyncTask",,,,,1,1,1
ejabberd muc creation fails on android with response timeout,"android,ubuntu,ejabberd,smack,multiuserchat",https://stackoverflow.com/questions/40931615/ejabberd-muc-creation-fails-on-android-with-response-timeout,True,response time,Responsiveness,Resource,,,,,1,1,1
Out of memory happened on showing sticker on imageview,"java,android,arrays,bitmap",https://stackoverflow.com/questions/40911650/out-of-memory-happened-on-showing-sticker-on-imageview,True,out of memory,Memory Consumption,"Object Creation
Image",,,,,1,1,1
Activity launched from widget activity unresponsive in Nougat,"android,android-intent,android-activity",https://stackoverflow.com/questions/40900474/activity-launched-from-widget-activity-unresponsive-in-nougat,True,unresponsive,Responsiveness,Activity,,,,,1,1,1
Very specific issue about reduce latency between 2 photo first with flash and second without,"android,camera,android-camera",https://stackoverflow.com/questions/40890740/very-specific-issue-about-reduce-latency-between-2-photo-first-with-flash-and-se,True,latency,Responsiveness,AsyncTask,,,,,1,1,1
Out of memory error in Volley,"java,android,android-volley",https://stackoverflow.com/questions/40881830/out-of-memory-error-in-volley,True,out of memory,Memory Consumption,Massive Data,,,,,1,1,1
Android: issue with data storage (SharedPreferences),"android,sharedpreferences,data-storage",https://stackoverflow.com/questions/40855720/android-issue-with-data-storage-sharedpreferences,True,data storage,No,No,,,,,0,0,0
Android memory leak when use a timerTask in custom view,"android,memory-leaks,timer",https://stackoverflow.com/questions/40797442/android-memory-leak-when-use-a-timertask-in-custom-view,True,memory leak,Memory Consumption,"Object Creation
Background Thread",,,,,1,1,1
Android - My app goes ANR instead of NPE when NPE is encountered,"android,android-anr-dialog",https://stackoverflow.com/questions/40797192/android-my-app-goes-anr-instead-of-npe-when-npe-is-encountered,True, ANR ,Responsiveness,"AsyncTask
Main Thread",,,,,1,1,1
Android - CPU usage and Battery drain,"android,performance,cpu-usage",https://stackoverflow.com/questions/40737324/android-cpu-usage-and-battery-drain,True,"cpu usage
battery drain",CPU Usage,Resource,,,,,1,1,1
Slow response onTouchEvent in Android View with background present,android,https://stackoverflow.com/questions/40690693/slow-response-ontouchevent-in-android-view-with-background-present,True,slow response,Responsiveness,"Image
Inefficient Method",,,,,1,1,1
CarouselView Out Of Memory Exception,"android,xamarin,xamarin.forms,out-of-memory,carousel",https://stackoverflow.com/questions/40646450/carouselview-out-of-memory-exception,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Bitmap memory leak,"android,memory-leaks,bitmap,garbage-collection",https://stackoverflow.com/questions/40612729/bitmap-memory-leak,True,memory leak,Memory Consumption,"Image
Resource
Activity",,,,,1,1,1
How to solve OOM exception while working with Bitmap?,"java,android,bitmap,crop,android-bitmap",https://stackoverflow.com/questions/40611244/how-to-solve-oom-exception-while-working-with-bitmap,True, oom ,Memory Consumption,"Object Creation
Image",,,,,1,1,1
Out of Memory during doinbackground,"android,android-asynctask,out-of-memory",https://stackoverflow.com/questions/40604952/out-of-memory-during-doinbackground,True,out of memory,Memory Consumption,"AsyncTask
Massive Data",,,,,1,1,1
How to manage more than 1000 custom markers in google map with bounding box limitation to avoid Out of memory exception?,"android,out-of-memory,marker",https://stackoverflow.com/questions/40589698/how-to-manage-more-than-1000-custom-markers-in-google-map-with-bounding-box-limi,True,out of memory,Memory Consumption,"Object Creation
Massive Data
Image",,,,,1,1,1
Is it possible to trigger location change without battery drain?,"android,location,battery,android-gps",https://stackoverflow.com/questions/40573413/is-it-possible-to-trigger-location-change-without-battery-drain,True,battery drain,Energy Consumption,"Service
Background Thread
Wakelock",,,,,1,0,1
"Static context saved in Application class and used in a singleton toast builder, does this create a memory leak?","java,android,memory-leaks,singleton,android-context",https://stackoverflow.com/questions/40573279/static-context-saved-in-application-class-and-used-in-a-singleton-toast-builder,True,memory leak,Memory Consumption,Singleton,,,,,1,1,1
How to get the CPU utilization in the android app on ChromeBook,"android,android-8.0-oreo,chromebook",https://stackoverflow.com/questions/79635447/how-to-get-the-cpu-utilization-in-the-android-app-on-chromebook,True,cpu utilization,No,No,,,,,0,0,0
Memory Leaks with TileOverlays on JetpackCompose,"android,kotlin,google-maps,android-jetpack-compose,tiles",https://stackoverflow.com/questions/79623588/memory-leaks-with-tileoverlays-on-jetpackcompose,True,memory leak,Memory Consumption,"Object Creation
Resource",,,,,1,1,1
AutofillService Memory leak reported by LeakCanary,"android,kotlin,memory-leaks,password-autofill",https://stackoverflow.com/questions/79616523/autofillservice-memory-leak-reported-by-leakcanary,True,memory leak,Memory Consumption,Service,,,,,1,1,1
How to fix memory leak caused by ViewModel delegate?,"android,kotlin,memory-leaks,leakcanary",https://stackoverflow.com/questions/79615396/how-to-fix-memory-leak-caused-by-viewmodel-delegate,True,memory leak,Memory Consumption,"View
Background Thread",,,,,1,1,1
Flutter: Android ANR issue in production,"android,flutter,anr",https://stackoverflow.com/questions/79612548/flutter-android-anr-issue-in-production,True, ANR ,Responsiveness,No,,,,,0,1,1
Android Jetpack Glance updating with some latency ListItem,"android,android-jetpack-compose,glance-appwidget,glance",https://stackoverflow.com/questions/79607223/android-jetpack-glance-updating-with-some-latency-listitem,True,latency,Responsiveness,UI Rendering,,,,,1,1,1
Firebase Messaging Causes ANR on Notification Receive in Flutter App (Even with Minimal Handler),"android,flutter,firebase,firebase-cloud-messaging",https://stackoverflow.com/questions/79596466/firebase-messaging-causes-anr-on-notification-receive-in-flutter-app-even-with,True, ANR ,Responsiveness,"Main Thread
Service",,,,,1,1,1
DNA Editor App DOM UI Rendering not loading,"javascript,android,html,css,webview",https://stackoverflow.com/questions/79581963/dna-editor-app-dom-ui-rendering-not-loading,True,UI rendering,Responsiveness,Dynamic UI Loading,,,,,1,1,1
