commit_Link,commit_Title,commit_Description,issue_Id,issue_link,matched_keywords
https://github.com/chrisboyle/sgtpuzzles/commit/4e8f98c58c681461bdb0e4eff6872ec2fe451b44,Miscellaneous fixes from James Harvey's PalmOS porting work:,"- fixed numerous memory leaks (not Palm-specific)
 - corrected a couple of 32-bit-int assumptions (vital for Palm but
   generally a good thing anyway)
 - lifted a few function pointer types into explicit typedefs
   (neutral for me but convenient for the source-munging Perl
   scripts he uses to deal with Palm code segment rules)
 - lifted a few function-level static arrays into global static
   arrays (neutral for me but apparently works round a Palm tools
   bug)
 - a couple more presets in Rectangles (so that Palm, or any other
   slow platform which can't handle the larger sizes easily, can
   still have some variety available)
 - in Solo, arranged a means of sharing scratch space between calls
   to nsolve to prevent a lot of redundant malloc/frees (gives a 10%
   speed increase even on existing platforms)


git-svn-id: svn://svn.tartarus.org/sgt/puzzles@5897 cda61777-01e9-0310-a592-d414129be87e",,,memory leak
https://github.com/chrisboyle/sgtpuzzles/commit/8ddfc3904bb200fa74a383573e1b353ff3143114,Ensure that an old random seed isn't left around for the user to see when a,"…when a

descriptive ID has been specified.
Fix tiny memory leak.

[originally from svn r5825]",,,memory leak
https://github.com/chrisboyle/sgtpuzzles/commit/a052b2f523ac439b08725f1806415f392449e1fb,Ensure that an old random seed isn't left around for the user to see when a,"…when a

descriptive ID has been specified.
Fix tiny memory leak.


git-svn-id: svn://svn.tartarus.org/sgt/puzzles@5825 cda61777-01e9-0310-a592-d414129be87e",,,memory leak
https://github.com/chrisboyle/sgtpuzzles/commit/fc862ce0f2f7786944fa7caea140e39f4a2102b2,Fix a memory leak.,[originally from svn r4239],,,memory leak
https://github.com/chrisboyle/sgtpuzzles/commit/424c0b5ab7c522f4ddf99f1aecbe9686f15d82f6,Fix a memory leak.,git-svn-id: svn://svn.tartarus.org/sgt/puzzles@4239 cda61777-01e9-0310-a592-d414129be87e,,,memory leak
https://github.com/syphon-org/syphon/commit/e1541bbd5a68f040974cd5a6ef2f906abd6681c7,replaced encryption library due to memory leak suspicion,,,,memory leak
https://github.com/balzack/databag/commit/ac268d4a3dfe73418a95d6bc5dd5f006470a7967,"removing float label input, maybe related to oom crash",,,, oom 
https://github.com/immich-app/immich/commit/e3cccba78c836f969af9f42654637b4f139ec45c,fix(server): out of memory when unstacking assets (,,#7332,https://github.com/immich-app/immich/pull/7332,out of memory
https://github.com/immich-app/immich/commit/47b73a5b64ec7ee53d51564c3807e6e93279511f,fix(mobile): Fixed iOS 16 overflow cache and memory leaked in gallery viewer. (,… viewer. (#700),#700,https://github.com/immich-app/immich/pull/700,memory leak
https://github.com/immich-app/immich/commit/011332e50936274196aad32b983c2de2c7a27e07,fix(mobile) memory leaked causes app to crash when swiping (,* Dispose image provider when swiping away from the asset,#673,https://github.com/immich-app/immich/pull/673,memory leak
https://github.com/immich-app/immich/commit/b6d025da09d813bef7a43e0aa3a0a24cf068c5f3,Fix Notification components possible memory leaks (,"Dispose subscriptions and timeouts when
the components are removed from the DOM",#650,https://github.com/immich-app/immich/pull/650,memory leak
https://github.com/immich-app/immich/commit/e6efc61b3b7dd5606f51c5d7b789f9e419594e86,fix: out of memory error when uploading large assets on slow internet (,…#224),#224,https://github.com/immich-app/immich/pull/224,out of memory
https://github.com/tom-anders/Easy_xkcd/commit/11c9cf8247682ab74f9ea06db66e31322abeaca4,"removed the addToBackStack(null) calls, they were causing memory leaks when replacing fragments",…s when replacing fragments,,,memory leak
https://github.com/tom-anders/Easy_xkcd/commit/ae68b25b310372d9419df503c776366e33ee0d6a,fixed memory leak in offline mode,,,,memory leak
https://github.com/bitcoin-wallet/bitcoin-wallet/commit/30620e34a3f17dd695b5fadc71135919523af567,SendCoinsFragment: let the system handle 'focus forward' by itself,"For some reason, with our own linking the app can get unresponsive on 'focus forward'.",,,unresponsive
https://github.com/bitcoin-wallet/bitcoin-wallet/commit/e0cde80d95801801c32c5a2037a1fac26d5168f6,BackupWalletDialogFragment: Fix exception due to state loss when activity was gone.,…vity was gone.,,,state loss
https://github.com/bitcoin-wallet/bitcoin-wallet/commit/e773036a9c04a8df4c590989c8f8592230384c1f,"If DialogFragments are cancelled, make sure to dismiss allowing state loss.","… loss.

This should get rid of a fair amount of FragmentManagerImpl.checkStateLoss() violations.",,,state loss
https://github.com/bitcoin-wallet/bitcoin-wallet/commit/d19dfec78aa72f87a0bc81a775ec676548f34f3a,"Quick revert ""Fix layout problem on main screen in landscape orientation.""","…ion.""

It appears this commit caused an ANR coming from the QR code scanner back into the 'send coins' dialog.",,, ANR 
https://github.com/bitcoin-wallet/bitcoin-wallet/commit/06b9048809443aeeb2e4a5e7fa7945e70f3197f8,fixed resource leak,,,,resource leak
https://github.com/chaldea-center/chaldea/commit/1cb64dda9be919c09e0f30d6e578549da6f40b30,Check last launch time for app auto update check,,,,launch time
https://github.com/noahjutz/Splitfit/commit/97db7ea8e8b6f6dc4fbd11fc27ecbb381f6e19ee,Remove option to undo deleting exercise,"This is a lazy fix for a bug where sets werent shown anymore after un-deleting the ExerciseHolder. The reason the undo functionality is not necessary anymore is because in the future, exercises should be deleted by deleting the last set, so there wont be important data loss for the user anyways. Maybe this feature will be implemented later, but for now it's not necessary.",,,data loss
https://github.com/nighthawk-apps/nighthawk-android-wallet/commit/f9c795cfc4f9865072df8d24c10e4a1763c14943,Gradle Max Heap Increase (,"* Increase Gradle Max Heap

As advised by the Google engineering team this could be the way to bypass the OOM trouble.",Electric-Coin-Company#896,https://github.com/Electric-Coin-Company/zashi-android/pull/896, oom 
https://github.com/ente-io/photos-app/commit/3918e8561402652e9303232472e4c14aacfd19fc,Put change language option behind ff (,,#985,https://github.com/ente-io/photos-app/pull/985, FF 
https://github.com/ente-io/photos-app/commit/4dec9145530a16e622d51c211b615dfb2a223f35,Remove ff for hide,,,, FF 
https://github.com/michaeltroger/greenpass-android/commit/1e5c1e887da8aa0a43e0afcba46fe6c1d0e3dddb,Fix memory leaks,,,,memory leak
https://github.com/michaeltroger/greenpass-android/commit/51021787a38757eec78c0ac1e6a5efa60e4fc784,Fix memory leaks,,,,memory leak
https://github.com/michaeltroger/greenpass-android/commit/635a67a5b97b28bd22f461408b330234a38640e5,Fix memory leak,,,,memory leak
https://github.com/michaeltroger/greenpass-android/commit/fc21c52e5b62beb32aa4bd33219d04c46eee4b93,Fix memory leak,,,,memory leak
https://github.com/michaeltroger/greenpass-android/commit/2f0424cf752adac5b6e36d17126b5ac8f66f71e0,1.52 (,"* Allow reverse portrait

* Remove unnecessary double bang

* Improve translation for decryption

* Ignore out of memory problem in qr code and password protection check

* Make qr code check more RAM friendly

* Make sure document has at least one page

* Bump version",#16,https://github.com/michaeltroger/greenpass-android/pull/16,out of memory
https://github.com/michaeltroger/greenpass-android/commit/fa0af29c1eeb3cc2c3e032022459bdaea3c907b2,1.45 (,"* Fix out of memory on low end

* Major refactoring

* Improve activity destroyed handling

* Refactoring

* Use enums

* Bump version

* Remove unneeded type

* Lock app in portrait

* Fix wrong tab opened resumed and flickering

* Remove unused imports

* Fix formatting

* Increase buffer for view events

* Undo buffer increase

* Simplify uri handling

* Formatting

* Remove outdated comment

* Remove unneeded state update",#11,https://github.com/michaeltroger/greenpass-android/pull/11,out of memory
https://github.com/michaeltroger/greenpass-android/commit/96ffade34623118757f341929fc51e81bb1587d7,1.41 (,"* Attempt to fix white screen when resuming app after a while

* Improve crashlogs

* Ignore out of memory issues at QR code extraction - just don't show QR code

* Fix illegal state exception

* Fix potential nullpointer in retrieving system service

* Avoid crash on too big documents

* Bump version

* Ignore exceptions when closing

* Create bitmap without multiplier if too big

* Update README.md

* Refactoring",#7,https://github.com/michaeltroger/greenpass-android/pull/7,out of memory
https://github.com/michaeltroger/greenpass-android/commit/2696e6b9036db6479b3ecd9d225194c96727fdef,1.21 (,"* Fix pdf gets lost after some days

* Hide tabs when only 1 tab

* Fix TabLayoutMediator is already attached

* Refactor

* Gracefully handle read errors of pdf

* Fix no such method error due to ZXing core 3.4 requiring minsdk 24

* Save memory by reducing QR code size

* Reduce memory consumption of pdf

* Use less memory for pdf on low end device

* Handle read error from file picker gracefully

* Fix icon not shown on older android versions

* Refactoring

* Delete not needed file

* Refactoring

* Ignore exceptions during migration

* Update string

* Change screenshot",#3,https://github.com/michaeltroger/greenpass-android/pull/3,memory consumption
https://github.com/TacoTheDank/Scoop/commit/c0fd286970fde86858952e8cbf61a3b581402c6a,"Add copy/share buttons to notification, fix memory leak, minor fixes",Closes#1,,,memory leak
https://github.com/ramzan/Virtuosity/commit/bde4bbc50a1b7188b06dcf650f8bbbd59c032bfd,TimerService: change TimerBinder from inner class to regular class to prevent memory leak,… prevent memory leak,,,memory leak
https://github.com/ramzan/Virtuosity/commit/bab946bd0b524d2a8aa1290cc53f9d5e26a710cc,HistoryFragment: fix memory leak from using wrong viewmodelprovider,,,,memory leak
https://github.com/ramzan/Virtuosity/commit/1d5bcafd87e8f239784fed2e8b12c544302cbf89,HistoryFragment: fix recyclerview adapter memory leak,,,,memory leak
https://github.com/ramzan/Virtuosity/commit/279f2ed01bcdc3f0da7a388dd50ac3a79acbf0df,ExerciseListFragment: fix recyclerview adapter memory leak,,,,memory leak
https://github.com/ramzan/Virtuosity/commit/ceecbd8c364bfbb374aaed88c6590a2372059d89,ExerciseListFragment: fix search query listener memory leak,,,,memory leak
https://github.com/ramzan/Virtuosity/commit/0043ccfa8bba66d7e68262896cc9a667760885c8,Session: fix memory leaks,,,,memory leak
https://github.com/ramzan/Virtuosity/commit/26cd02ddc43b7fa8da77a87bbe12c8a9550b43b5,Fix fragment view binding memory leak and add LeakCanary,,,,memory leak
https://github.com/persian-calendar/persian-calendar/commit/0bb2f95ff8f0ed075b79276edb8ae2260fc227f7,Don't apply language to the context on activity rotate,"Per alim rotation has got a bit sluggish onc1c59bcGiven the change was more needed for non activity contexts we can just skip it in onResume and in onConfigurationChanged.

Per the tests however it hasn't solved the issue apparently.",,,sluggish
https://github.com/persian-calendar/persian-calendar/commit/27931d385e12dffbd4062ebd2cdc00dd2bb401d9,[map] Avoid bitmap generation memory churn,Its memory usage should become stable now.,,,memory churn
https://github.com/persian-calendar/persian-calendar/commit/c80335c08a3bc3e04ae93eb29ea47eb9fb160a9c,"Revert ""Implement an Android 12 inspired new UI""","This reverts commit21f3504.

Makes the UI laggish on some devices, let's postpone the change
to after release of Android 12 and limit it to higher Android
versions but maybe make it opt-in in newer Android versions.

Also UX concerns as this won't match with our current drawer menu
models, the drawer didn't open on sliding the screen from siding of
the device which should be addressed while the next try for
applying this.",,,UI lag
https://github.com/persian-calendar/persian-calendar/commit/059ebd4e840e7605b7c30fc779a2f31d989ed814,Instantiate shared fields of day view only once,Hopefully speeds up launch time.,,,launch time
https://github.com/persian-calendar/persian-calendar/commit/9a3cb6fb22c843872d4690a9b8a5bc8bad4c702d,Make navigation transition a little faster,"As Mehdi's feedback, current transition feels a bit sluggish and
this makes it a little less noticable yet feels faster also.",,,sluggish
https://github.com/persian-calendar/persian-calendar/commit/54f4582994ae7abdbabf86c32be58a36efd407bd,Fix JVM running out of memory on CI builds,,,,out of memory
https://github.com/persian-calendar/persian-calendar/commit/fb56d0d59a07558ec7eb27cb3e266cbb19119804,Use child fragment manager to avoid memory leak,,,,memory leak
https://github.com/persian-calendar/persian-calendar/commit/78d308e5d25b9ec09080b04f8a7e6d9d1906fe8b,Down size Athan backgrounds to turn down OOM issues (temp sln),,,, oom 
https://github.com/wiglenet/wigle-wifi-wardriving/commit/35532e8bc20bbde3561c8fa1882f22b6bb244036,todo: done cell towers and last scan response time,,,,response time
https://github.com/wiglenet/wigle-wifi-wardriving/commit/ff0a554959168bb0624eb6d31aa44acf9862986a,make sure the last scan response time is reset when not scanning,,,,response time
https://github.com/schnatterer/nusic/commit/dabba5d00c7cd27716cb867dae12dbd7283ef0f9,Decreased change of a memory leak for reference on main activity and,retaining instance of task.,,,memory leak
https://github.com/standardnotes/app/commit/8655bdb5ddb92128ea00ac6dad417d7d961eb7ff,tests: fix memory leaks (,,#2389,https://github.com/standardnotes/app/pull/2389,memory leak
https://github.com/standardnotes/app/commit/1d7079e90cf5c4de57a77b408a7b2d399a4a6a38,fix: Fixed issue where some dialogs would become unresponsive,,,,unresponsive
https://github.com/standardnotes/app/commit/483cac90cfddb13854be1998e7b96b50aee86464,feat(web): remove web-server and change web to a static website deployment (,"…yment (#1360)

* feat(web): add deploying static app

* fix(web): linter ignore patterns

* fix(web): cloudfront invalidation and favicons placement

* feat(web-server): remove web-server package in favour of web

* fix(web): remove linter parallel jobs due to oom issue

* fix(mobile): eslintignore paths

* fix(web): copy of components

* fix(web): include building components in building all process

* fix(web): copying of components",#1360,https://github.com/standardnotes/app/pull/1360, oom 
https://github.com/standardnotes/app/commit/9256193c66fa8f650f79a6d8905d85aa47648913,"fix: handle case in preferences where component name can be undefined, causing exception that makes preferences UI unresponsive","…, causing exception that makes preferences UI unresponsive",,,unresponsive
https://github.com/standardnotes/app/commit/fc0a7d4c662f45ee1a15882bb4fe676feae1d5f8,fix: remove memory leak in click-outside,,,,memory leak
https://github.com/duckduckgo/Android/commit/064883634cceff59b8ddf72b8740b702354d2df1,Remove PPro isLaunched FF (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1207185787167219/f### Description
Remove PPro isLaunched FF now that PPro is fully rolled out.

### Steps to test this PR
- [x] smoke test app update from VPN beta user
- [x] smoke test fresh install
- [x] smoke test fresh install and subscribe to PPro",#4479,https://github.com/duckduckgo/Android/pull/4479, FF 
https://github.com/duckduckgo/Android/commit/b4e6de4f865c20e5c241ec7c2666ec0eefcd2453,Android: distinguish browser vs custom tabs Crash/ANRs (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1207164955333549/f### Description
Added the `customTab` flag to the crashes and anrs to identify the
custom tab scenario.

### Steps to test this PR

_Test ANR pixel with customTab=false (Browser)_
- [x] Checkout this branch and change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` inhttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/statistics/src/main/java/com/duckduckgo/app/statistics/api/OfflinePixelScheduler.kt#L55.
- [x] Add the below code to produce an ANR when tapping on ""Find in
page"" from the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3277```
                    Handler(Looper.getMainLooper()).post {
                        Thread.sleep(10000)
                    }
```
- [x] Build and install.
- [x] Open the app.
- [x] Tap on ""Find in Page"" from the overflow menu.
- [x] Notice the ANR.
- [x] Restart the app.
- [x] Verify the `m_anr_exception` pixel is sent with `customTab=false`
param.


_Test ANR pixel with customTab=true (Custom Tab)_
- [x] Checkout this branch and change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` inhttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/statistics/src/main/java/com/duckduckgo/app/statistics/api/OfflinePixelScheduler.kt#L55.
- [x] Add the below code to produce an ANR when tapping on ""Find in
page"" from the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3277```
                    Handler(Looper.getMainLooper()).post {
                        Thread.sleep(10000)
                    }
```
- [x] Build and install.
- [x] Open Gmail or another app that uses Custom Tabs and navigate on a
link from there.
- [x] Notice the DDG Custom Tab is open. 
- [x] Tap on ""Find in Page"" from the overflow menu.
- [x] Notice the ANR.
- [x] Restart the browser app.
- [x] Verify the `m_anr_exception` pixel is sent with `customTab=true`
param.


_Test Crash pixel with customTab=false (Browser)_
- [x] Checkout this branch and change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` inhttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/statistics/src/main/java/com/duckduckgo/app/statistics/api/OfflinePixelScheduler.kt#L55.
- [x] Add the below code to produce a crash when tapping on ""Find in
page"" from the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3277```
                    throw IllegalStateException(""test"")
```
- [x] Build and install.
- [x] Open the app.
- [x] Tap on ""Find in Page"" from the overflow menu.
- [x] Notice the crash.
- [x] Restart the app.
- [x] Verify the `m_d_ac_g` pixel is sent with `customTab=false` param.


_Test Crash pixel with customTab=true (Custom Tab)_
- [x] Checkout this branch and change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` inhttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/statistics/src/main/java/com/duckduckgo/app/statistics/api/OfflinePixelScheduler.kt#L55.
- [x] Add the below code to produce a crash when tapping on ""Find in
page"" from the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3277```
                     throw IllegalStateException(""test"")
```
- [x] Build and install.
- [x] Open Gmail or another app that uses Custom Tabs and navigate on a
link from there.
- [x] Notice the DDG Custom Tab is open. 
- [x] Tap on ""Find in Page"" from the overflow menu.
- [x] Notice the crash.
- [x] Restart the browser app.
- [x] Verify the `m_d_ac_g` pixel is sent with `customTab=true` param.


_Test the DB migration_
- [x] Install from develop.
- [x] Checkout this branch.
- [x] Add the below code to produce an ANR when tapping on ""Find in
page"" from the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3277```
                    Handler(Looper.getMainLooper()).post {
                        Thread.sleep(10000)
                    }
```
- [x] Add the below code to produce a crash when tapping on ""Share"" from
the overflow menu athttps://github.com/duckduckgo/Android/blob/feature/ana/android_distinguish_browser_vs_custom_tabs_crash_anrs/app/src/main/java/com/duckduckgo/app/browser/BrowserTabFragment.kt#L3297```
                     throw IllegalStateException(""test"")
```
- [x] Update the app using the code on this branch. It's important to be
an update, not a fresh install.
- [x] Open the app.
- [x] Tap on ""Find in Page"" from the overflow menu.
- [x] Notice the ANR.
- [x] Notice the ANR DB is created and contains the custom tab column in
the ANR table.
- [x] Open the app.
- [x] Tap on ""Share"" from the overflow menu.
- [x] Notice the crash.
- [x] Notice the Crash DB is created and contains the custom tab column
in the Crash table.

### NO UI changes",#4469,https://github.com/duckduckgo/Android/pull/4469, ANR 
https://github.com/duckduckgo/Android/commit/70c8ece1e2bce7454c0bdac054b3415f17cd420e,runCatching ANR recording (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1207070178029312/f### Description
try-catch ANR recording to avoid unintended crashes like OOM

### Steps to test this PR
NA, just code review",#4434,https://github.com/duckduckgo/Android/pull/4434, ANR 
https://github.com/duckduckgo/Android/commit/fbbf0db505d7b711a4054b0f4210a10d1173e15b,Add FF roll back integration test (,,#4384,https://github.com/duckduckgo/Android/pull/4384, FF 
https://github.com/duckduckgo/Android/commit/9df25b1984422f8a116189004c05cce18798ed94,Fix possible ANR in billing client (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1207003406045665/f### Description
See Asana task

### Steps to test this PR
Smoke test PPro",#4399,https://github.com/duckduckgo/Android/pull/4399, ANR 
https://github.com/duckduckgo/Android/commit/1abeff9f6b086bbcc9b123ecce50ff0c01c2232f,Fix possible ANR in billing client (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1207003406045665/f### Description
See Asana task

### Steps to test this PR
Smoke test PPro",#4399,https://github.com/duckduckgo/Android/pull/4399, ANR 
https://github.com/duckduckgo/Android/commit/650686117b1c579f108430545cad2b0c380221ee,Fix OOM crash on Timber.d (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1206718079780225/f### Description
Fix a OOM crash that happens in production when using Timber.d() and parameters are larged. In this case a url that embeds a file to download

The fix is replacing Timber by logcat, which is something we wanted to do anyways little by little.

### Steps to test this PR
NA, just code review",#4218,https://github.com/duckduckgo/Android/pull/4218, oom 
https://github.com/duckduckgo/Android/commit/19c03299543e557fe9956e573e4ae27df8105e83,Fix bug when computing the terrible latency bottom band (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1206514199358868### Description
Fix bug when calculating bottom band for terrible latency

### Steps to test this PR
QA optional, code review and test pass",#4163,https://github.com/duckduckgo/Android/pull/4163,latency
https://github.com/duckduckgo/Android/commit/c5cfe11e3d474a2c8a6955d3a8d3372e7ddc7c14,Improve FF framework (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1206413338208929/f### Description
Improve the feature flagging system to:
* not require rollout steps
* allocate the rollout threshold just once
* other simplifications

All changes should be backwards compatible and don't modify behavior for existing or future flags

### Steps to test this PR
Perform test cases inhttps://app.asana.com/0/0/1206413338208951/f",#4116,https://github.com/duckduckgo/Android/pull/4116, FF 
https://github.com/duckduckgo/Android/commit/5af462f5f9055b797a9c22e2bd49ee8cb4b8a850,"Android ANR: On Oreo (8.1) and below, the app freezes when choosing to submit a Breakage report (","…o submit a Breakage report (#4142)

Task/Issue URL:https://app.asana.com/0/488551667048375/1206404678635835/f### Description
Fixed ANR when choosing to submit a breakage report on Oreo and below.

### Steps to test this PR

_Reproduce the issue_
- [ ] Install from `develop` on a device with Android 8.1 or below.
- [ ] Navigate to a website.
- [ ] Open the menu and tap on ""Report Broken Site"".
- [ ] Notice that nothing happens in the UI and then an ANR is
encountered.

_Test the fix_
- [ ] Install from `this branch` on a device with Android 8.1 or below.
- [ ] Navigate to a website.
- [ ] Open the menu and tap on ""Report Broken Site"".
- [ ] Notice the `Report Broken Site` screen is displayed and you can
send a report.

### NO UI changes",#4142,https://github.com/duckduckgo/Android/pull/4142, ANR 
https://github.com/duckduckgo/Android/commit/951d35512febfb7b4f96f2e118a2be2b5fc6829a,Fix NPE in connection quality (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1206222242762043/f### Description
Fix NPE when aggregating connection quality

### Steps to test this PR
Requirements:
* test in emulator
* mac computer connected to VPN

_Test_
- [x] filter logcat by `Connection Quality`
- [x] install from this branch and enable VPN
- [x] see connection quality measurements
- [x] increase latency by connecting your computer to an egress very far away
- [x] see connection quality measurements increasing and changing class",#4039,https://github.com/duckduckgo/Android/pull/4039,latency
https://github.com/duckduckgo/Android/commit/0961d26b71cceefbb2313730580bbe0c22625566,Move all AppTP feature flags to new FF framework (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205911542931671/f### Description
This PR moves all remaining AppTP feature flags to the new FF framework and removes the code for the legacy implementation

### Steps to test this PR
_Test `restartOnConnectivityLoss` feature_
- [ ] repeat tests in#3481_Test migration_
- [x] install app from develop
- [x] open app
- [x] verify the `vpn.db` contains the exclusionlists
- [x] in this branch, modify the`PRIVACY_REMOTE_CONFIG_URL` to point tohttps://jsonblob.com/api/jsonBlob/1126094951384629248- [x] build, update the app and launch
- [x] verify the `android.service.ims` inside the `vpn_app_tracker_exclusion_list` table in the `vpn.db` contains the `reason` with value `this should have change`
- [x] verify the `com.duckduckgo.vpn.atp.remote.features.v1` shared prefs file contains ` appTrackerProtection_restartOnConnectivityLoss: ""{""remoteEnableState"":false,""enable"":true}""`",#3835,https://github.com/duckduckgo/Android/pull/3835, FF 
https://github.com/duckduckgo/Android/commit/c1ce20d881d2fb282419433d027641a1f08b3b81,Remove legacy latency measurements (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205806273393597/f### Description
Remove code

### Steps to test this PR
NA",#3757,https://github.com/duckduckgo/Android/pull/3757,latency
https://github.com/duckduckgo/Android/commit/1f86ffbc3184bf0c31cadd080469859bd8d20b9a,Connection class measurement (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205631232587242/f### Description
Connection class/latency measurement and reporting.

This PR adds the following NetP classes:
* `ConnectionQuality` - defines the connection quality based on latency (ms)
* `ConnectionQualityStore` - connection latency measurement store
* `ExponentialGeometricAverage` - class that computes a Exponential Moving Average (EMA)
* `ConnectionClassManager` - calculates the connection class by adding latency measurements and applies some hysteresis 
* `VpnLatencySampler` - class that samples latency and reports when connection class is `POOR` or worse

### Steps to test this PR
Test cases [here](https://app.asana.com/0/0/1205663579937311/f)",#3632,https://github.com/duckduckgo/Android/pull/3632,latency
https://github.com/duckduckgo/Android/commit/69e1cd468345f295a9d170ae26e141d80ee12d75,Add webview version to anr and crash pixels (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205522974777681/f### Description
This PR adds the webview version to anr and crash pixels

### Steps to test this PR

_Test ANR pixel_
- [x] in this branch, change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` in `OfflinePixelScheduler:55`
- [x] build and install
- [x] open the app
- [x] go to ""Settings"" -> ""Dev settings""
- [x] trigger ANR
- [x] close and reopen the app
- [x] verify the `m_anr_exception` pixel is sent and contains a
parameter `webView` with the webView version

_Test crash pixel_
- [x] in this branch, change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` in `OfflinePixelScheduler:55`
- [x] in the `BrowserActivity:424` throw an `Exception(""test"")` when we
call `launchPrivacyDashboard()`
- [x] build and install
- [x] open the app
- [x] go to `cnn.com`
- [x] click on the privacy dashboard, the app should crash
- [x] reopen the app
- [x] verify the `m_d_ac_g` pixel is sent and contains a parameter
`webView` with the webView version

_Test migration_
- [x] in the `BrowserActivity:424` throw an `Exception(""test"")` when we
call `launchPrivacyDashboard()`
- [x] build and install
- [x] open the app
- [x] go to `cnn.com`
- [x] click on the privacy dashboard, the app should crash
- [x] reopen the app
- [x] go to ""Settings"" -> ""Dev settings""
- [x] trigger ANR
- [x] Check the anr and crashes db to make sure there is one row in each
- [x] change to this branch and change the policy to
`ExistingPeriodicWorkPolicy.REPLACE` in `OfflinePixelScheduler:55`
- [x] launch the app
- [x] verify that both `m_d_ac_g` and `m_anr_exception` are sent with
the webview version set to `unknown`",#3584,https://github.com/duckduckgo/Android/pull/3584, ANR 
https://github.com/duckduckgo/Android/commit/a9af29186404e9d0e68de8a24f0f1f5e455cf35b,Make AnrSupervisor a singleton inside app scope (,"Task/Issue URL:https://app.asana.com/0/488551667048375/1205278679036125/f### Description
Make ANR supervisor a singleton in app scope

### Steps to test this PR
QA optional",#3470,https://github.com/duckduckgo/Android/pull/3470, ANR 
https://github.com/duckduckgo/Android/commit/2fb3ff79b2921dbfc1ec6ba6f8e33264f8e7ca04,Restructure maestro ad-click detection tests to use tags and shared onboarding flow (,"…nboarding flow (#3461)

<!--
Note: This checklist is a reminder of our shared engineering
expectations.
The items in Bold are required
If your PR involves UI changes:
1. Upload screenshots or screencasts that illustrate the changes before
/ after
2. Add them under the UI changes section (feel free to add more columns
if needed)
If your PR does not involve UI changes, you can remove the **UI
changes** section

At a minimum, make sure your changes are tested in API 23 and one of the
more recent API levels available.
-->

Task/Issue URL:https://app.asana.com/0/488551667048375/1205258019391736/f### Description
Restructures the maestro ad-click detection tests to use a tag
`adClickTest` and utilise the shared onboarding flow.

### Steps to test this PR
- [ ] Ensure privacy dashboard e2e workflow passed:https://github.com/duckduckgo/Android/actions/runs/5867320667(or if a
failure, it's not because of these changes and the failure is because of
known ANR that is getting fixed elsewhere)",#3461,https://github.com/duckduckgo/Android/pull/3461, ANR 
