keyword,title,publication,matched_venue,remain,analyzed
mobile_energy,A framework of energy efficient mobile sensing for automatic user state recognition,"MobiSys '09: Proceedings of the 7th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,GfxDoctor: A Holistic Graphics Energy Profiler for Mobile Devices,EuroSys '17: Proceedings of the Twelfth European Conference on Computer Systems,eurosys ,no,no need
mobile_energy,Session details: Energy conservation for mobile devices,"MobiSys '04: Proceedings of the 2nd international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,Randomized energy aware routing algorithms in mobile ad hoc networks,"MSWiM '05: Proceedings of the 8th ACM international symposium on Modeling, analysis and simulation of wireless and mobile systems",mswim ,no,no need
mobile_energy,ConMap: A Novel Framework for Optimizing Multicast Energy in Delay-constrained Mobile Wireless Networks,Mobihoc '17: Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing,"mobihoc 
mobile ad hoc networking and computing",no,no need
mobile_energy,Constructing minimum energy mobile wireless networks,MobiHoc '01: Proceedings of the 2nd ACM international symposium on Mobile ad hoc networking & computing,mobihoc ,no,no need
mobile_energy,Poster: ETRACK: Energy Efficient Tracking a Mobile Object Using Under Water Sensors,"MobiSys '16 Companion: Proceedings of the 14th Annual International Conference on Mobile Systems, Applications, and Services Companion",mobisys ,no,no need
mobile_energy,Energy-Adaptive Display System Designs for Future Mobile Environments,"MobiSys '03: Proceedings of the 1st international conference on Mobile systems, applications and services","mobisys 
international conference on mobile systems, applications and services",no,no need
mobile_energy,RnB: rate and brightness adaptation for rate-distortion-energy tradeoff in HTTP adaptive streaming over mobile devices,MobiCom '16: Proceedings of the 22nd Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_energy,Poster: Extremely Parallel Resource Pre-Fetching for Energy Optimized Mobile Web Browsing,MobiCom '15: Proceedings of the 21st Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_energy,Poster: bPart - A Small and Versatile Bluetooth Low Energy Sensor Platform for Mobile Sensing,"MobiSys '15: Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services",mobisys ,no,no need
mobile_energy,Tracko: Ad-hoc Mobile 3D Tracking Using Bluetooth Low Energy and Inaudible Signals for Cross-Device Interaction,UIST '15: Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology,ist ,no,not in venue list
mobile_energy,Demo: sesame: self-constructive system energy modeling for battery-powered mobile systems,"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,Poster: energy consumption impact of UHF RFID reader integration with mobile phones,"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,EnTracked: energy-efficient robust position tracking for mobile devices,"MobiSys '09: Proceedings of the 7th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,Catnap: exploiting high bandwidth wireless interfaces to save energy for mobile devices,"MobiSys '10: Proceedings of the 8th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,Demo: e-gesture - a collaborative architecture for energy-efficient gesture recognition with hand-worn sensor and mobile devices,"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,SeeMon: scalable and energy-efficient context monitoring framework for sensor-rich mobile environments,"MobiSys '08: Proceedings of the 6th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_energy,Dali: a communication-centric data abstraction layer for energy-constrained devices in mobile sensor networks,"MobiSys '07: Proceedings of the 5th international conference on Mobile systems, applications and services","mobisys 
international conference on mobile systems, applications and services",no,no need
mobile_battery,MixMax: Leveraging Heterogeneous Batteries to Alleviate Low Battery Experience for Mobile Users,"MobiSys '23: Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services","mobisys 
international conference on mobile systems, applications and services",no,no need
mobile_battery,Battery-aware transformations in mobile applications,ASE '16: Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",yes,only target problem
mobile_resource,Resource Allocation for Stable LLM Training in Mobile Edge Computing,"MOBIHOC '24: Proceedings of the Twenty-fifth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",mobihoc ,no,no need
mobile_resource,Resource Allocation and Secure Wireless Communication in the Large Model based Mobile Edge Computing System,"MOBIHOC '24: Proceedings of the Twenty-fifth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",mobihoc ,no,no need
mobile_resource,Analyzing the Resource Usage Overhead of Mobile App Development Frameworks,EASE '23: Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering,"ase 
ease 
international conference on evaluation and assessment in software engineering",no,no need
mobile_resource,ICE: Collaborating Memory and Process Management for User Experience on Resource-limited Mobile Devices,EuroSys '23: Proceedings of the Eighteenth European Conference on Computer Systems,eurosys ,no,no need
mobile_resource,Fair multi-resource allocation in mobile edge computing with multiple access points,"Mobihoc '20: Proceedings of the Twenty-First International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",mobihoc ,no,no need
mobile_resource,Towards Opportunistic Resource Sharing in Mobile Social Networks: an Evolutionary Game Theoretic Approach,Mobihoc '18: Proceedings of the Eighteenth ACM International Symposium on Mobile Ad Hoc Networking and Computing,"mobihoc 
mobile ad hoc networking and computing",no,no need
mobile_resource,Remove RATs from your code: automated optimization of resource inefficient database writes for mobile applications,ISSTA 2018: Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",yes,yes
mobile_resource,InFi: end-to-end learnable input filter for resource-efficient mobile-centric inference,MobiCom '22: Proceedings of the 28th Annual International Conference on Mobile Computing And Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_resource,Characterizing resource usage for mobile web browsing,"MobiSys '14: Proceedings of the 12th annual international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_resource,Anticipatory Admission Control and Resource Allocation for Media Streaming in Mobile Networks,"MSWiM '15: Proceedings of the 18th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",mswim ,no,no need
mobile_resource,An Ant-based Mobile Agent Approach to Resource Discovery in Grid Computing,SAICSIT '14: Proceedings of the Southern African Institute for Computer Scientist and Information Technologists Annual Conference 2014 on SAICSIT 2014 Empowered by Technology,ist ,no,not in venue list
mobile_resource,Mobile online gaming via resource sharing,SIMUTOOLS '12: Proceedings of the 5th International ICST Conference on Simulation Tools and Techniques,icst ,no,not in venue list
mobile_resource,Cloudlet-based cyber-foraging for mobile systems in resource-constrained edge environments,ICSE Companion 2014: Companion Proceedings of the 36th International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
mobile_resource,ShAir: extensible middleware for mobile peer-to-peer resource sharing,ESEC/FSE 2013: Proceedings of the 2013 9th Joint Meeting on Foundations of Software Engineering,"esec/fse 
fse ",no,no need
mobile_resource,Profiling resource usage for mobile applications: a cross-layer approach,"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_resource,NestDNN: Resource-Aware Multi-Tenant On-Device Deep Learning for Continuous Mobile Vision,MobiCom '18: Proceedings of the 24th Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_resource,Implementing software on resource-constrained mobile sensors: experiences with Impala and ZebraNet,"MobiSys '04: Proceedings of the 2nd international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_resource,Demo: mobile application resource optimizer (ARO),"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_resource,On resource discovery in distributed systems with mobile hosts,MobiCom '96: Proceedings of the 2nd annual international conference on Mobile computing and networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_resource,LEO: scheduling sensor inference algorithms across heterogeneous mobile processors and network resources,MobiCom '16: Proceedings of the 22nd Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_resource,iResTrac: an architecture for maintaining medical resource status with mobile devices,MobileHealth '11: Proceedings of the First ACM MobiHoc Workshop on Pervasive Wireless Healthcare,mobihoc ,no,no need
mobile_resource,MaJaB: improving resource management for web-based applications on mobile devices,"MobiSys '09: Proceedings of the 7th international conference on Mobile systems, applications, and services",mobisys ,no,no need
android_resource,Detecting resource utilization bugs induced by variant lifecycles in Android,ISSTA 2022: Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",yes,yes
android_resource,Relda2: an effective static analysis tool for resource leak detection in Android apps,ASE '16: Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",yes,only target problem
android_resource,Characterizing and detecting resource leaks in android applications,ASE '13: Proceedings of the 28th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",yes,yes
android_resource,JRebel.Android: runtime class- and resource reloading for android,ICSE '15: Proceedings of the 37th International Conference on Software Engineering - Volume 2,"icse 
international conference on software engineering",no,no need
android_resource,Demo: RecDroid: An Android Resource Access Permission Recommendation System,MobiHoc '15: Proceedings of the 16th ACM International Symposium on Mobile Ad Hoc Networking and Computing,"mobihoc 
mobile ad hoc networking and computing",no,no need
android_performance,Demystifying application performance management libraries for Android,ASE '19: Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_performance,On adopting linters to deal with performance concerns in Android apps,ASE '18: Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,"ase 
automated software engineering",no,interview paper
android_performance,DiagDroid: Android performance diagnosis via anatomizing asynchronous executions,FSE 2016: Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,fse ,yes,yes
android_performance,Mining test repositories for automatic detection of UI performance regressions in Android apps,MSR '16: Proceedings of the 13th International Conference on Mining Software Repositories,msr ,yes,only target problem
mobile_responsiveness,SWAM: Revisiting Swap and OOMK for Improving Application Responsiveness on Mobile Devices,ACM MobiCom '23: Proceedings of the 29th Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_issue,MotorEase: Automated Detection of Motor Impairment Accessibility Issues in Mobile App UIs,ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
mobile_issue,The Metamorphosis: Automatic Detection of Scaling Issues for Mobile Apps,ASE '22: Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
mobile_issue,Automated repair of size-based inaccessibility issues in mobile applications,ASE '21: Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
mobile_issue,Accounting for roaming users on mobile data access: issues and root causes,"MobiSys '13: Proceeding of the 11th annual international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_issue,Poster: Detection of Cyberbullying in a Mobile Social Network: Systems Issues,"MobiSys '15: Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services",mobisys ,no,no need
smartphone_resource,RecDroid: a resource access permission control portal and recommendation service for smartphone users,SPME '14: Proceedings of the ACM MobiCom workshop on Security and privacy in mobile environments,mobicom ,no,not in venue list
smartphone_resource,Demo: CoMon - resource-aware cooperative context monitoring system for smartphone-centric sensor-rich pans,"MobiSys '11: Proceedings of the 9th international conference on Mobile systems, applications, and services",mobisys ,no,no need
smartphone_resource,SmartPhoto: a resource-aware crowdsourcing approach for image sensing with smartphones,MobiHoc '14: Proceedings of the 15th ACM international symposium on Mobile ad hoc networking and computing,"mobihoc 
mobile ad hoc networking and computing",no,no need
android_responsiveness,Improving responsiveness of Android activity navigation via genetic improvement,ICSE '22: Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: Companion Proceedings,"icse 
international conference on software engineering",yes,yes
phone_performance,"Camera phone based motion sensing: interaction techniques, applications and performance study",UIST '06: Proceedings of the 19th annual ACM symposium on User interface software and technology,ist ,no,not in venue list
android_issue,Compatibility Issue Detection for Android Apps Based on Path-Sensitive Semantic Analysis,ICSE '23: Proceedings of the 45th International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_issue,CONAN: Statically Detecting Connectivity Issues in Android Applications,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"esec/fse 
fse ",no,no need
android_issue,ConfFix: Repairing Configuration Compatibility Issues in Android Apps,ISSTA 2023: Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,Automated and Context-Aware Repair of Color-Related Accessibility Issues for Android Apps,ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"esec/fse 
fse ",no,no need
android_issue,"API compatibility issue detection, testing and analysis for Android apps",ASE '21: Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,DDLDroid: Efficiently Detecting Data Loss Issues in Android Apps,ISSTA 2023: Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,DDLDroid: A Static Analyzer for Automatically Detecting Data Loss Issues in Android Applications,ISSTA 2023: Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,AccessiText: automated detection of text accessibility issues in Android apps,ESEC/FSE 2022: Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"esec/fse 
fse ",no,no need
android_issue,Android API Field Evolution and Its Induced Compatibility Issues,ESEM '22: Proceedings of the 16th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement,"empirical software engineering
esem 
empirical software engineering and measurement",no,no need
android_issue,Detecting and fixing data loss issues in Android apps,ISSTA 2022: Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,Towards automatically repairing compatibility issues in published Android apps,ICSE '22: Proceedings of the 44th International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_issue,Mining Android API Usage to Generate Unit Test Cases for Pinpointing Compatibility Issues,ASE '22: Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,iFixDataloss: a tool for detecting and fixing data loss issues in Android apps,ISSTA 2022: Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,Automatically detecting API-induced compatibility issues in Android apps: a comparative analysis (replicability study),ISSTA 2022: Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,Characterizing and detecting configuration compatibility issues in Android apps,ASE '21: Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,Mining Android crash fixes in the absence of issue- and change-tracking systems,ISSTA 2019: Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,"Accessibility issues in Android apps: state of affairs, sentiments, and ways forward",ICSE '20: Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_issue,Characterizing Android app signing issues,ASE '19: Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,How Android developers handle evolution-induced API compatibility issues: a large-scale study,ICSE '20: Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_issue,Data-driven solutions to detect API compatibility issues in Android: an empirical study,MSR '19: Proceedings of the 16th International Conference on Mining Software Repositories,msr ,no,no need
android_issue,Taming Android fragmentation: characterizing and detecting compatibility issues for Android apps,ASE '16: Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,Understanding and detecting callback compatibility issues for Android applications,ASE '18: Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,ACID: an API compatibility issue detector for Android apps,ICSE '22: Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: Companion Proceedings,"icse 
international conference on software engineering",no,no need
android_issue,Understanding and detecting evolution-induced compatibility issues in Android apps,ASE '18: Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,"ase 
automated software engineering",no,no need
android_issue,CiD: automating the detection of API-related compatibility issues in Android apps,ISSTA 2018: Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",no,no need
android_issue,Woodpecker: identifying and fixing Android UI display issues,ICSE '22: Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: Companion Proceedings,"icse 
international conference on software engineering",no,no need
android_issue,Unveiling exception handling bug hazards in Android based on GitHub and Google code issues,MSR '15: Proceedings of the 12th Working Conference on Mining Software Repositories,msr ,no,no need
android_issue,Pivot: learning API-device correlations to facilitate Android compatibility issue detection,ICSE '19: Proceedings of the 41st International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_issue,SetDroid: detecting user-configurable setting issues of Android apps via metamorphic fuzzing,ICSE '21: Proceedings of the 43rd International Conference on Software Engineering: Companion Proceedings,"icse 
international conference on software engineering",no,no need
android_issue,Analyzing confidentiality and privacy concerns: insights from Android issue logs,EASE '15: Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering,"ase 
ease 
international conference on evaluation and assessment in software engineering",no,no need
mobile_storage,A game-theoretic approach to storage offloading in PoC-based mobile blockchain mining,"Mobihoc '20: Proceedings of the Twenty-First International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",mobihoc ,no,no need
mobile_storage,It's in the Cloud: Theorizing Context-Specific Factors Influencing the Perception of Mobile Cloud Storage,"ACM SIGMIS Database: the DATABASE for Advances in Information Systems (SIGMIS), Volume 50, Issue 3",ase ,no,not in venue list
mobile_storage,System-E: Enhancing Privacy on Mobile Systems through Content-Based Classification and Storage,"MobiSys '18: Proceedings of the 16th Annual International Conference on Mobile Systems, Applications, and Services",mobisys ,no,no need
mobile_storage,QuickSync: Improving Synchronization Efficiency for Mobile Cloud Storage Services,MobiCom '15: Proceedings of the 21st Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_storage,PAN: providing reliable storage in mobile ad hoc networks with probabilistic quorum systems,MobiHoc '03: Proceedings of the 4th ACM international symposium on Mobile ad hoc networking & computing,mobihoc ,no,no need
mobile_response,Evidence-based Teaching with the Help of Mobile Response System (MRS),ITiCSE '16: Proceedings of the 2016 ACM Conference on Innovation and Technology in Computer Science Education,icse ,no,not in venue list
android_launch,Multiple-entry testing of Android applications by constructing activity launching contexts,ICSE '20: Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,"icse 
international conference on software engineering",no,no need
android_response,"Linking User Requests, Developer Responses and Code Changes: Android OS Case Study",EASE '18: Proceedings of the 22nd International Conference on Evaluation and Assessment in Software Engineering 2018,"ase 
ease 
international conference on evaluation and assessment in software engineering",no,no need
mobile_launch,Fast app launching for mobile devices using predictive user context,"MobiSys '12: Proceedings of the 10th international conference on Mobile systems, applications, and services",mobisys ,no,no need
android_memory,DroidPerf: Profiling Memory Objects on Android Devices,ACM MobiCom '23: Proceedings of the 29th Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
android_memory,Automation of Memory Leak Detection and Correction on Android JNI (poster),"MobiSys '19: Proceedings of the 17th Annual International Conference on Mobile Systems, Applications, and Services",mobisys ,no,no need
android_memory,META: Memory Exploration Tool for Android Devices,MobiCom '18: Proceedings of the 24th Annual International Conference on Mobile Computing and Networking,"mobicom 
international conference on mobile computing and networking",no,no need
smartphone_storage,Video: study of storage impact on smartphone application delay,"MobiSys '14: Proceedings of the 12th annual international conference on Mobile systems, applications, and services",mobisys ,no,no need
mobile_memory,Memory-efficient DNN training on mobile devices,"MobiSys '22: Proceedings of the 20th Annual International Conference on Mobile Systems, Applications and Services","mobisys 
international conference on mobile systems, applications and services",no,no need
smartphone_performance,Characterizing and detecting performance bugs for smartphone applications,ICSE 2014: Proceedings of the 36th International Conference on Software Engineering,"icse 
international conference on software engineering",yes,yes
smartphone_performance,SunCat: helping developers understand and predict performance problems in smartphone applications,ISSTA 2014: Proceedings of the 2014 International Symposium on Software Testing and Analysis,"issta 
international symposium on software testing and analysis",yes,yes
smartphone_performance,Constructing an Accurate and a High-Performance Power Profiler for Embedded Systems and Smartphones,"MSWIM '18: Proceedings of the 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",mswim ,no,no need
smartphone_performance,Anatomizing application performance differences on smartphones,"MobiSys '10: Proceedings of the 8th international conference on Mobile systems, applications, and services",mobisys ,no,no need
phone_energy,"Demo: PhoneLets: offloading the phone off your phone for energy, cost and network load optimization",MobiCom '14: Proceedings of the 20th annual international conference on Mobile computing and networking,"mobicom 
international conference on mobile computing and networking",no,no need
mobile_performance,Performance evaluation of mobile adhoc network under black hole attack,International Conference on Software Engineering and Mobile Application Modelling and Development (ICSEMA 2012),international conference on software engineering,no,not in venue list
mobile_performance,Performance Analytical Modeling of Mobile Edge Computing for Mobile Vehicular Applications: A Worst-Case Perspective,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Performance evaluation of mobile processes via abstract machines,IEEE Transactions on Software Engineering,transactions on software engineering,no,no need
mobile_performance,MAC Performance and Improvement in Mobile Wireless Sensor Networks,"Eighth ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing (SNPD 2007)",international conference on software engineering,no,not in venue list
mobile_performance,Performance Enhancement of Indoor Mobile Localization System using Unscented Kalman Filter,2006 SICE-ICASE International Joint Conference,ase ,no,no need
mobile_performance,Performance Analysis of IPsec in Mobile IPv6 Scenarios,2007 16th IST Mobile and Wireless Communications Summit,ist ,no,no need
mobile_performance,"An Efficient Mobile-Based Middleware Architecture for Building Robust, High-Performance Apps",2018 IEEE International Conference on Software Architecture Companion (ICSA-C),international conference on software architecture,no,no need
mobile_performance,"High Performance, Lightweight GaAs Solar Cells for Aerospace and Mobile Applications",2017 IEEE 44th Photovoltaic Specialist Conference (PVSC),ist ,no,no need
mobile_performance,Detection and Analysis of Performance Deterioration in Mobile Offloading System,2014 IEEE International Symposium on Software Reliability Engineering Workshops,international symposium on software reliability engineering,no,no need
mobile_performance,Throughput performance of CDMA-ALOHA in S-band land mobile satellite channel,2000 IEEE Sixth International Symposium on Spread Spectrum Techniques and Applications. ISSTA 2000. Proceedings (Cat. No.00TH8536),issta ,no,not in venue list
mobile_performance,Performance Comparison Between AODV and DSR In Mobile Ad-Hoc Network (MANET),2021 International Conference on Software Engineering & Computer Systems and 4th International Conference on Computational Science and Information Management (ICSECS-ICOCSIM),international conference on software engineering,no,no need
mobile_performance,A hardware-in-the-loop simulation method of the network performance of high-speed railway mobile communication system,2011 6th International ICST Conference on Communications and Networking in China (CHINACOM),icst ,no,not in venue list
mobile_performance,Performance analysis of two-way relaying satellite mobile communication,2011 6th International ICST Conference on Communications and Networking in China (CHINACOM),icst ,no,not in venue list
mobile_performance,A Distance-Aware Forwarding protocol for beaconless communication in mobile ad hoc networks and its performance,2010 The 5th Annual ICST Wireless Internet Conference (WICON),icst ,no,not in venue list
mobile_performance,Forward link performance simulation of a fixed-point CDMA2000-1x mobile demodulator,2000 IEEE Sixth International Symposium on Spread Spectrum Techniques and Applications. ISSTA 2000. Proceedings (Cat. No.00TH8536),issta ,no,no need
mobile_performance,Performance analysis of a preemptive and priority reservation handoff scheme for integrated service-based wireless mobile networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Performance Analysis of Mobile Data Offloading in Heterogeneous Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,"Performance Analysis of Handoff Techniques Based on Mobile IP, TCP-Migrate, and SIP",IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,On Improving TCP Performance over Mobile Data Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,A Survey of Performance Optimization for Mobile Applications,IEEE Transactions on Software Engineering,transactions on software engineering,yes,yes
mobile_performance,Superdiffusive Behavior of Mobile Nodes and Its Impact on Routing Protocol Performance,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Performance-Aware Energy Optimization on Mobile Devices in Cellular Network,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Mobile Cloud Performance Evaluation Using Stochastic Models,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,On the Forwarding Performance under Heterogeneous Contact Dynamics in Mobile Opportunistic Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Demystifying the Imperfect Client-Side Cache Performance of Mobile Web Browsing,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Design and Performance Studies of an Adaptive Scheme for Serving Dynamic Web Content in a Mobile Computing Environment,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Multi-User Cooperative Mobile Video Streaming: Performance Analysis and Online Mechanism Design,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,How Expensive is Consistency? Performance Analysis of Consistent Rate Provisioning to Mobile Users in Cellular Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Mobility Management Approaches for Mobile IP Networks: Performance Comparison and Use Recommendations,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Auction-Based Data Transaction in Mobile Networks: Data Allocation Design and Performance Analysis,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Handoff Performance in Wireless Mobile Networks with Unreliable Fading Channel,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Post-Streaming Rate Analysis—A New Approach to Mobile Video Streaming with Predictable Performance,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Design and performance studies of an adaptive cache retrieval scheme in a mobile computing environment,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Exploiting Heterogeneity for Improving Forwarding Performance in Mobile Opportunistic Networks: An Analytic Approach,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Quantifying the Performance Impact of SQL Antipatterns on Mobile Applications,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,yes,yes
mobile_performance,Estimating Performance of Mobile Services from Comparative Output-Input Analysis of End-to-End Throughput,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Performance Analysis and Power Allocation for Covert Mobile Edge Computing With RIS-Aided NOMA,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Optimizing TCP Loss Recovery Performance Over Mobile Data Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,From 6.2 to 0.15 seconds – an Industrial Case Study on Mobile Web Performance,2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,no need
mobile_performance,Supervisory Performance Control of Concurrent Mobile Apps for Energy Efficiency,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Performance modeling of level switching in multitier mobile communication systems,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Impact of Playout Buffering on Mobile TV Performance,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
