Title,Tags,Answered,Link,With code,matched_keywords
"After getting Class Instance List, how to get exact point of Memory leak in Reference using Android Studio Profiler?","android,android-studio,memory-leaks,out-of-memory,android-profiler",True,/questions/65438634/after-getting-class-instance-list-how-to-get-exact-point-of-memory-leak-in-refe,True,memory leak
Bottomnavigationview.selectedlistener memory leak,"android,memory-leaks,dagger-hilt",True,/questions/65324579/bottomnavigationview-selectedlistener-memory-leak,True,memory leak
How to resolve ANR problem occured in SensorEventListener operating separete thread?,"java,android,android-sensors,android-thread,android-handlerthread",True,/questions/65231576/how-to-resolve-anr-problem-occured-in-sensoreventlistener-operating-separete-thr,True, ANR 
Android sqlite cursor - out of memory,"java,android,sqlite,cursor,out-of-memory",True,/questions/40558130/android-sqlite-cursor-out-of-memory,True,out of memory
How to handle the response time using OKHttp on Android,"java,android,okhttp",True,/questions/40538305/how-to-handle-the-response-time-using-okhttp-on-android,True,response time
UI Freezes when Executing AsyncTask,"android,user-interface,android-studio,android-asynctask",True,/questions/40492198/ui-freezes-when-executing-asynctask,True,UI freeze
Out of Memory Error - Optimization?,"java,android,memory,crash",True,/questions/40325202/out-of-memory-error-optimization,True,out of memory
Android Memory Leak Using anonymous class implementation with local variables specific to thread,"java,android,multithreading,thread-safety,threadpool",True,/questions/40287840/android-memory-leak-using-anonymous-class-implementation-with-local-variables-sp,True,memory leak
RuntimeException causes ANR on Android,"android,crashlytics,android-anr-dialog",True,/questions/68646196/runtimeexception-causes-anr-on-android,True, ANR 
Latency time in android,android,True,/questions/5440730/latency-time-in-android,True,latency
View + Tag = memory leak?,"android,memory-leaks,view",True,/questions/5410967/view-tag-memory-leak,True,memory leak
AudioRecord and AudioTrack latency,"android,audio,record,audiorecord,android-audiorecord",True,/questions/5379063/audiorecord-and-audiotrack-latency,True,latency
Android HttpClient OOM on 4G/LTE (HTC Thunderbolt),"android,httpclient,4g,htc-android,htc-thunderbolt",True,/questions/5358014/android-httpclient-oom-on-4g-lte-htc-thunderbolt,True, oom 
Memory leak in very simple app,"android,memory-leaks",True,/questions/5356696/memory-leak-in-very-simple-app,True,memory leak
out of memory with image switcher android,android,True,/questions/5327079/out-of-memory-with-image-switcher-android,True,out of memory
SurfaceView strange behavior Android Out of Memory Error,"android,out-of-memory,surfaceview",True,/questions/5300259/surfaceview-strange-behavior-android-out-of-memory-error,True,out of memory
Kotlin helper object class memory leak,"android,kotlin,memory-leaks",True,/questions/67902727/kotlin-helper-object-class-memory-leak,True,memory leak
How to get API Request/ Response time using Retrofit 2,"android,retrofit2",True,/questions/38873321/how-to-get-api-request-response-time-using-retrofit-2,True,response time
detect memory leak from MAT,"android,memory-management,memory-leaks,eclipse-memory-analyzer",True,/questions/38717594/detect-memory-leak-from-mat,True,memory leak
Out Of Memory Error When loading more images in Glide,"java,android,out-of-memory",True,/questions/38560637/out-of-memory-error-when-loading-more-images-in-glide,True,out of memory
Android Constrain Layout use too many memory (ram) (memory leak),"android,android-layout,android-constraintlayout",True,/questions/38545319/android-constrain-layout-use-too-many-memory-ram-memory-leak,True,memory leak
Android Out of Memory error when postInvalidate,android,True,/questions/6149976/android-out-of-memory-error-when-postinvalidate,True,out of memory
Camera crashes on second run.(Due to VM out of memory error),"android,android-camera",True,/questions/6106738/camera-crashes-on-second-run-due-to-vm-out-of-memory-error,True,out of memory
Android Out of Memory Exception while HTML unescaping a String,"android,memory-management,out-of-memory",True,/questions/6085328/android-out-of-memory-exception-while-html-unescaping-a-string,True,out of memory
How to find root of memory leaks?,"java,android,memory-leaks,out-of-memory,heap-memory",True,/questions/6046424/how-to-find-root-of-memory-leaks,True,memory leak
RunonUiThread() or CustomListAdapter causing Memory Leaks?,"android,memory-leaks",True,/questions/6046405/runonuithread-or-customlistadapter-causing-memory-leaks,True,memory leak
trouble with memory releasing. after recreating an activity ~30 times i run out of memory,"android,android-activity,out-of-memory",True,/questions/23332283/trouble-with-memory-releasing-after-recreating-an-activity-30-times-i-run-out,True,out of memory
Volley memory leak on HEAD requests,"android,out-of-memory,head,android-volley",True,/questions/23206950/volley-memory-leak-on-head-requests,True,memory leak
Android out of memory error when using ListView and Bitmap,"java,android,listview,bitmap,out-of-memory",True,/questions/31395840/android-out-of-memory-error-when-using-listview-and-bitmap,True,out of memory
Sqlite memory leak. Bad tutorial or it's usage?,"android,sqlite,memory-leaks,sqliteopenhelper",True,/questions/31316119/sqlite-memory-leak-bad-tutorial-or-its-usage,True,memory leak
Images in a list view produces out of memory,"android,android-listview,out-of-memory,android-bitmap",True,/questions/31259325/images-in-a-list-view-produces-out-of-memory,True,out of memory
Android loading images efficient (out of memory) [duplicate],"android,gridview,imageview,out-of-memory",True,/questions/31260112/android-loading-images-efficient-out-of-memory,True,out of memory
Java Out of Memory Error while loading the UI of an Android Activity,"java,android,out-of-memory",True,/questions/31241026/java-out-of-memory-error-while-loading-the-ui-of-an-android-activity,True,out of memory
RuntimeException causes ANR instead of crash in android,"android,crash,crash-reports",True,/questions/31180423/runtimeexception-causes-anr-instead-of-crash-in-android,True, ANR 
Android out of memory error in List Adapter when loading images from resource using Bitmap,"android,image,bitmap",True,/questions/31040888/android-out-of-memory-error-in-list-adapter-when-loading-images-from-resource-us,True,out of memory
Google Places API. PlaceLikelihoodBuffer slow response. Android,"android,performance,google-places-api",True,/questions/31043068/google-places-api-placelikelihoodbuffer-slow-response-android,True,slow response
Memory leak in CardboardActivity,"android,memory-leaks,google-cardboard",True,/questions/31038532/memory-leak-in-cardboardactivity,True,memory leak
How do I avoid memory leaks from array list event listeners?,"android,arraylist,memory-leaks,android-memory,leakcanary",True,/questions/45511681/how-do-i-avoid-memory-leaks-from-array-list-event-listeners,True,memory leak
How do I avoid a memory leak from a static fragment context?,"android,android-fragments,memory-leaks,android-context,android-memory",True,/questions/45494660/how-do-i-avoid-a-memory-leak-from-a-static-fragment-context,True,memory leak
Weak reference instead of getActivity() (Android avoid memory leak)?,"java,android,memory-leaks,weak-references",True,/questions/45467205/weak-reference-instead-of-getactivity-android-avoid-memory-leak,True,memory leak
Main Ui Freezes,"android,multithreading,kotlin,freeze",True,/questions/45441597/main-ui-freezes,True,UI freeze
Why is my custom spinner disabled/unresponsive?,"java,android,android-spinner,android-custom-view",True,/questions/45396432/why-is-my-custom-spinner-disabled-unresponsive,True,unresponsive
Out of memory when trying to get drawable resources from other apps,"android,out-of-memory,drawable,android-resources",True,/questions/45301601/out-of-memory-when-trying-to-get-drawable-resources-from-other-apps,True,out of memory
Understanding Android Memory Leaks in combination with RxJava,"java,android,memory-leaks,rx-java,rx-android",True,/questions/34229365/understanding-android-memory-leaks-in-combination-with-rxjava,True,memory leak
"Out of Memory Error ,set bitmap on TouchImageview","android,bitmap,android-memory",True,/questions/34083782/out-of-memory-error-set-bitmap-on-touchimageview,True,out of memory
Memory leak in very simple Android App,"java,android,memory-leaks",True,/questions/34075810/memory-leak-in-very-simple-android-app,True,memory leak
Realm transaction causes GC sweep ui freeze,"android,realm,freeze",True,/questions/33927209/realm-transaction-causes-gc-sweep-ui-freeze,True,UI freeze
Do listeners create memory leaks if not removed from a destroyed activity?,"java,android,memory-leaks,android-activity",True,/questions/5238321/do-listeners-create-memory-leaks-if-not-removed-from-a-destroyed-activity,True,memory leak
Memory leaks in android?,"android,memory,memory-management",True,/questions/5243519/memory-leaks-in-android,True,memory leak
Android Out of Memory error with Lazy Load images,"android,caching,lazy-loading,out-of-memory",True,/questions/5082703/android-out-of-memory-error-with-lazy-load-images,True,out of memory
Android OOM For Bitmap with image Capture,"android,out-of-memory,android-camera-intent,bitmapfactory",True,/questions/5048615/android-oom-for-bitmap-with-image-capture,True, oom 
How to avoid out of memory error in android,android,True,/questions/5026203/how-to-avoid-out-of-memory-error-in-android,True,out of memory
Can this code cause memory leak in android,"android,kotlin,memory-leaks",True,/questions/57942197/can-this-code-cause-memory-leak-in-android,True,memory leak
Find memory leaks in the Activity code to free memory usage and avoid OutOfMemory Exception,"java,android,memory-leaks,out-of-memory,leakcanary",True,/questions/57462677/find-memory-leaks-in-the-activity-code-to-free-memory-usage-and-avoid-outofmemor,True,memory leak
Implement Glide/Fresco/Picasso to resize images before loading to Imageview to avoid OOM issues,"java,android,picasso,android-glide,fresco",True,/questions/59746828/implement-glide-fresco-picasso-to-resize-images-before-loading-to-imageview-to-a,True, oom 
Android Large Image on Imageview Crashes App on OOM Error,"java,android",True,/questions/59725379/android-large-image-on-imageview-crashes-app-on-oom-error,True, oom 
android memory leaks,"android,memory-leaks",True,/questions/7848362/android-memory-leaks,True,memory leak
out of Memory error in android,android,True,/questions/7777230/out-of-memory-error-in-android,True,out of memory
Android. Avoiding ANR with HttpClient,"android,error-handling,httpclient,android-anr-dialog",True,/questions/7754023/android-avoiding-anr-with-httpclient,True, ANR 
Reading huge images from SD CARD and save them resized (out of memory!),"android,image,bitmap,out-of-memory",True,/questions/7739559/reading-huge-images-from-sd-card-and-save-them-resized-out-of-memory,True,out of memory
Out Of Memory Error with images,"android,listview,image-processing",True,/questions/7737415/out-of-memory-error-with-images,True,out of memory
"If i close and open my app several times i eventually get Out of Memory Error, does it mean i have memory leak?","android,memory-leaks,bitmap",True,/questions/7628780/if-i-close-and-open-my-app-several-times-i-eventually-get-out-of-memory-error-d,True,"memory leak
out of memory"
"Out of Memory Exception for String, StringBuffer and StringBuilder in Android","android,string,stringbuilder,out-of-memory,stringbuffer",True,/questions/7557373/out-of-memory-exception-for-string-stringbuffer-and-stringbuilder-in-android,True,out of memory
Android button latency?,"java,android,xml",True,/questions/7535882/android-button-latency,True,latency
"Out of memory error on android emulator, but not on device","android,out-of-memory",True,/questions/7427587/out-of-memory-error-on-android-emulator-but-not-on-device,True,out of memory
Memory leak when creating bitmaps in a loop,"java,android,memory-leaks,bitmap",True,/questions/7415187/memory-leak-when-creating-bitmaps-in-a-loop,True,memory leak
How to hold Button reference in singleton class without memory leak,"android,memory-leaks,singleton",True,/questions/43942723/how-to-hold-button-reference-in-singleton-class-without-memory-leak,True,memory leak
Android Memory leak on reference view,"android,memory-leaks,leakcanary",True,/questions/43879776/android-memory-leak-on-reference-view,True,memory leak
ACR1252 Load Authentication FF 82 fails with 63 00,"android,rfid,apdu,mifare,acr1252",True,/questions/43758201/acr1252-load-authentication-ff-82-fails-with-63-00,True, FF 
Out of Memory issue in a gallery like application,"android,out-of-memory,picasso,android-glide",True,/questions/43694914/out-of-memory-issue-in-a-gallery-like-application,True,out of memory
Measure battery drain for a specific App or package name using ADB Commands,"android,performance,adb,batterymanager",True,/questions/43618439/measure-battery-drain-for-a-specific-app-or-package-name-using-adb-commands,True,battery drain
Can handler class with activity's context cause memory leak?,"android,memory-leaks,android-handler",True,/questions/67799614/can-handler-class-with-activitys-context-cause-memory-leak,True,memory leak
Android - avoiding memory leak in AsyncTask when passing a button instance,"android,memory-leaks,android-asynctask",True,/questions/67762814/android-avoiding-memory-leak-in-asynctask-when-passing-a-button-instance,True,memory leak
Low latency video player on android,"android,react-native,video,ffmpeg,video-streaming",True,/questions/67572522/low-latency-video-player-on-android,True,latency
is it possible to detect an ANR after it happenned?,android,True,/questions/67347286/is-it-possible-to-detect-an-anr-after-it-happenned,True, ANR 
Android Webview - chromium shows ANR when method webView.loadUrl is called (with headers),"android,webview,chromium,android-anr-dialog",True,/questions/67304874/android-webview-chromium-shows-anr-when-method-webview-loadurl-is-called-with,True, ANR 
How to fix memory leak issue in standard bottom sheet behaviour?,"android,bottom-sheet,leakcanary",True,/questions/67037286/how-to-fix-memory-leak-issue-in-standard-bottom-sheet-behaviour,True,memory leak
Understanding memory leaks in Android application,"java,android,android-layout,memory-leaks,android-view",True,/questions/26244593/understanding-memory-leaks-in-android-application,True,memory leak
Data loss when storing contacts in Parse,"android,parse-platform",True,/questions/26030538/data-loss-when-storing-contacts-in-parse,True,data loss
Memory Leak while Using IabHelper (In-App Billing v3),"java,android,memory-leaks,in-app-purchase",True,/questions/25982442/memory-leak-while-using-iabhelper-in-app-billing-v3,True,memory leak
How to use AudioTrack.getTimestamp() on Android to calculate latency?,"android,audio,audiotrack",True,/questions/49581054/how-to-use-audiotrack-gettimestamp-on-android-to-calculate-latency,True,latency
Memory leakage in event listener,"android,memory-leaks,static,inner-classes,event-listener",True,/questions/5002589/memory-leakage-in-event-listener,True,memory leak
Unresponsive data.getData for PICK_IMAGE_REQUEST,"java,android,android-studio,uri",True,/questions/72618203/unresponsive-data-getdata-for-pick-image-request,True,unresponsive
Out of memory error java.lang.OutOfMemoryError,"java,android",True,/questions/72466948/out-of-memory-error-java-lang-outofmemoryerror,True,out of memory
Why using lifecycleScope in Fragment causes memory leak when used in ViewPager2?,"android,kotlin-coroutines,android-lifecycle",True,/questions/71922057/why-using-lifecyclescope-in-fragment-causes-memory-leak-when-used-in-viewpager2,True,memory leak
How ANR dialogs shows while MainThread is in Blocked state,android,True,/questions/49423123/how-anr-dialogs-shows-while-mainthread-is-in-blocked-state,True, ANR 
animations unresponsive inside button click,"android,animation",True,/questions/49222237/animations-unresponsive-inside-button-click,True,unresponsive
Can the strong reference returned from WeakReference's get method cause a memory leak in AsyncTask onProgressUpdate?,"android,android-asynctask,weak-references",True,/questions/49218699/can-the-strong-reference-returned-from-weakreferences-get-method-cause-a-memory,True,memory leak
RxJava BehaviorSubject and Consumer - is there a memory leak here?,"android,memory-leaks,rx-java,rx-java2,rx-android",True,/questions/49218350/rxjava-behaviorsubject-and-consumer-is-there-a-memory-leak-here,True,memory leak
how should i avoid out of memory error?,"android,animation,out-of-memory",True,/questions/24247694/how-should-i-avoid-out-of-memory-error,True,out of memory
Out of memory error in android bitmap,"java,android,bitmap,out-of-memory",True,/questions/24203985/out-of-memory-error-in-android-bitmap,True,out of memory
Using Picasso library with ImageSwitcher is causing Object out of Memory errors,"android,picasso,imageswitcher",True,/questions/24190598/using-picasso-library-with-imageswitcher-is-causing-object-out-of-memory-errors,True,out of memory
"Volley out of memory error, weird allocation attempt","android,out-of-memory,android-volley,diskcache",True,/questions/24095909/volley-out-of-memory-error-weird-allocation-attempt,True,out of memory
Android BitmapFactory.decodeResource out of memory if used more than once,"android,bitmap,out-of-memory,bitmapfactory",True,/questions/24016265/android-bitmapfactory-decoderesource-out-of-memory-if-used-more-than-once,True,out of memory
Understanding memory leaks and MAT on Android,"android,memory-leaks,android-bitmap",True,/questions/23993481/understanding-memory-leaks-and-mat-on-android,True,memory leak
Memory leak from bitmap,"android,memory,memory-leaks,bitmap",True,/questions/23857091/memory-leak-from-bitmap,True,memory leak
AndroidImageSlider library memory leak,"android,memory-leaks",True,/questions/35489153/androidimageslider-library-memory-leak,True,memory leak
Android UI freeze when calling service,"android,android-asynctask,android-service,android-mediaplayer,shoutcast",True,/questions/35423760/android-ui-freeze-when-calling-service,True,UI freeze
Android slideshow leads to Memory leaks,"java,android,memory-leaks,out-of-memory",True,/questions/35395629/android-slideshow-leads-to-memory-leaks,True,memory leak
Memory leak with GoogleApiClient detected by Android Studio,"android,android-studio,memory-leaks,google-play-services,android-app-indexing",True,/questions/35308231/memory-leak-with-googleapiclient-detected-by-android-studio,True,memory leak
Device goes black and Launch timeout expires,android,True,/questions/35259233/device-goes-black-and-launch-timeout-expires,True,launch time
MonkeyRunner instrumentation sends a ShellCommandUnresponsiveException during test execution,"android,adb,monkeyrunner",True,/questions/35229578/monkeyrunner-instrumentation-sends-a-shellcommandunresponsiveexception-during-te,True,unresponsive
Android App Is Causing Battery Drain,"android,eclipse",True,/questions/22596805/android-app-is-causing-battery-drain,True,battery drain
memory leak with Android WebView,"android,memory,webview,memory-leaks",True,/questions/22261736/memory-leak-with-android-webview,True,memory leak
Android - Unknown memory leak in a very light app,android,True,/questions/22214152/android-unknown-memory-leak-in-a-very-light-app,True,memory leak
Android: Out of Memory error StringBuilder,"android,out-of-memory,stringbuilder,httpconnection",True,/questions/19537550/android-out-of-memory-error-stringbuilder,True,out of memory
Out of Memory using after 5 times of change orientation,"java,android,gridview,out-of-memory,universal-image-loader",True,/questions/19515303/out-of-memory-using-after-5-times-of-change-orientation,True,out of memory
Volley slow and causing memory leak,"android,android-volley",True,/questions/19472809/volley-slow-and-causing-memory-leak,True,memory leak
Android: out of memory error on canvas invalidate(),"android,android-canvas,out-of-memory",True,/questions/19449325/android-out-of-memory-error-on-canvas-invalidate,True,out of memory
Android project built with gradle crashes with an Out of Memory Error,"android,gradle,android-gradle-plugin",True,/questions/19409970/android-project-built-with-gradle-crashes-with-an-out-of-memory-error,True,out of memory
Out of memory android issue [closed],android,True,/questions/19402072/out-of-memory-android-issue,True,out of memory
Out of memory issues with AnimationDrawable [closed],"android,out-of-memory,animationdrawable",True,/questions/19332598/out-of-memory-issues-with-animationdrawable,True,out of memory
Android Fragment Webview Memory Leak,"android,memory-leaks,webview,android-fragments",True,/questions/19303904/android-fragment-webview-memory-leak,True,memory leak
out of memory error while using viewpager+imageview even when using cache memory and asynctask,"android,android-fragments,android-asynctask,android-viewpager,android-imageview",True,/questions/19131205/out-of-memory-error-while-using-viewpagerimageview-even-when-using-cache-memory,True,out of memory
out of memory error in a viewpager using fragments and imageviews,"android,android-fragments,android-viewpager,android-imageview",True,/questions/19119458/out-of-memory-error-in-a-viewpager-using-fragments-and-imageviews,True,out of memory
StringBuilder append cause out of memory,"java,android",True,/questions/19108549/stringbuilder-append-cause-out-of-memory,True,out of memory
why bindservice still causes app ANR after moving it to a worker thread,"android,multithreading",True,/questions/20718736/why-bindservice-still-causes-app-anr-after-moving-it-to-a-worker-thread,True, ANR 
AsyncTask memory leak,"android,memory-leaks,android-asynctask,network-programming",True,/questions/20709812/asynctask-memory-leak,True,memory leak
large bitmap crushes (out of memory),"android,bitmap,android-imageview,bitmapimage,android-bitmap",True,/questions/20697858/large-bitmap-crushes-out-of-memory,True,out of memory
"Will this Android example be safe to use, memory leak-wise?","android,memory-leaks,android-fragments",True,/questions/20670382/will-this-android-example-be-safe-to-use-memory-leak-wise,True,memory leak
Memory leak in the empty Activity,"android,memory-leaks,leakcanary",True,/questions/38470388/memory-leak-in-the-empty-activity,True,memory leak
"PouchDb with SQLite, out of memory error on query","android,sqlite,cordova,pouchdb",True,/questions/38352167/pouchdb-with-sqlite-out-of-memory-error-on-query,True,out of memory
Android Java GUI freeze /w ProgressBar,"java,android,user-interface,progress-bar,freeze",True,/questions/38335223/android-java-gui-freeze-w-progressbar,True,UI freeze
Advantage of LiveData Over Observer Object In Terms of Avoiding Memory Leak,"android,memory-leaks,observable,android-livedata",True,/questions/71638746/advantage-of-livedata-over-observer-object-in-terms-of-avoiding-memory-leak,True,memory leak
Memory leak in kotlin due to Closures?,"android,kotlin,memory-management,memory-leaks,textwatcher",True,/questions/77844001/memory-leak-in-kotlin-due-to-closures,True,memory leak
How to make dragged item follow pointer position without latency in Android JetPack Compose?,"android,android-jetpack-compose,drag",True,/questions/77799605/how-to-make-dragged-item-follow-pointer-position-without-latency-in-android-jetp,True,latency
Button unresponsive after click on text field,"android,kotlin,user-interface",True,/questions/77586552/button-unresponsive-after-click-on-text-field,True,unresponsive
Could Navigation Arch Component create a false positive memory leak?,"android,kotlin,memory-leaks,android-architecture-navigation,leakcanary",True,/questions/59503689/could-navigation-arch-component-create-a-false-positive-memory-leak,True,memory leak
Checking for images on setOnClickListener() in view latency reduction,"android,kotlin,latency",True,/questions/59507165/checking-for-images-on-setonclicklistener-in-view-latency-reduction,True,latency
OnClickListeners: Preventing memory leaks,"android,memory-leaks,onclicklistener",True,/questions/59420329/onclicklisteners-preventing-memory-leaks,True,memory leak
leak canary detects memory leak in MediaBrowserServiceCompat sample app,"android,memory-leaks,android-service,leakcanary,mediabrowserservice",True,/questions/59264025/leak-canary-detects-memory-leak-in-mediabrowserservicecompat-sample-app,True,memory leak
Is the usage of livedata-ktx with ViewModels causing memory leaks if the LiveData is not backed by a property?,"android,kotlin,android-livedata,android-viewmodel",True,/questions/59265617/is-the-usage-of-livedata-ktx-with-viewmodels-causing-memory-leaks-if-the-livedat,True,memory leak
"Close opened activity, so main activity can update fragment without state loss in Android","android,android-fragments,android-intent,android-activity",True,/questions/59217839/close-opened-activity-so-main-activity-can-update-fragment-without-state-loss-i,True,state loss
UI lags and is choppy when using Glide to load images in a RecyclerView,"android,android-recyclerview,google-cloud-firestore,android-glide",True,/questions/59002056/ui-lags-and-is-choppy-when-using-glide-to-load-images-in-a-recyclerview,True,UI lag
Changing activity from live data is causing memory leak,"android,memory-leaks,android-livedata,leakcanary",True,/questions/58951017/changing-activity-from-live-data-is-causing-memory-leak,True,memory leak
Session 'app': Installation did not succeed. The application could not be installed: SHELL_UNRESPONSIVE,"android,android-studio",True,/questions/58899229/session-app-installation-did-not-succeed-the-application-could-not-be-instal,True,unresponsive
Bottom sheet fragment memory leak,"android,memory-leaks,leakcanary",True,/questions/58878106/bottom-sheet-fragment-memory-leak,True,memory leak
Android: Another thread is making the UI unresponsive?,"java,android,android-threading",True,/questions/58844492/android-another-thread-is-making-the-ui-unresponsive,True,unresponsive
Would anonymous Handler or Runnable create a memory leak?,"java,android,memory-leaks",True,/questions/17778077/would-anonymous-handler-or-runnable-create-a-memory-leak,True,memory leak
Backstack and memory leakage,"android,fragment",True,/questions/17778069/backstack-and-memory-leakage,True,memory leak
android - out of memory in large screen - change image fast,"android,animation,bitmap,imageview,out-of-memory",True,/questions/17563452/android-out-of-memory-in-large-screen-change-image-fast,True,out of memory
How can I fix frequent Out Of Memory Errors on Android emulators?,"android,android-emulator,out-of-memory",True,/questions/17537038/how-can-i-fix-frequent-out-of-memory-errors-on-android-emulators,True,out of memory
TweetView cause ANR when first appear on screen,"android,twitter,view,tweets",True,/questions/44894056/tweetview-cause-anr-when-first-appear-on-screen,True, ANR 
android loading image from sd card into imageview creats out of memory error in Samsung SIII,"android,imageview,android-camera,image-capture",True,/questions/12971719/android-loading-image-from-sd-card-into-imageview-creats-out-of-memory-error-in,True,out of memory
How to reduce the response time of external page loading in phonegap application?,"javascript,android,jquery,cordova,xmlhttprequest",True,/questions/12967513/how-to-reduce-the-response-time-of-external-page-loading-in-phonegap-application,True,response time
Android: UI freezes when intent calls a service,android,True,/questions/12975696/android-ui-freezes-when-intent-calls-a-service,True,UI freeze
Memory leak with <a load image in a listview> asynctask,android,True,/questions/12671384/memory-leak-with-a-load-image-in-a-listview-asynctask,True,memory leak
android using flood fill algorithm getting out of memory exception,"android,flood-fill",True,/questions/12669740/android-using-flood-fill-algorithm-getting-out-of-memory-exception,True,out of memory
ApplicationInfo LoadLabel increase memory consumption of my service (android),"android,memory-management",True,/questions/12600974/applicationinfo-loadlabel-increase-memory-consumption-of-my-service-android,True,memory consumption
Android - Idle condition data loss,"android,android-intent,android-emulator,android-widget",True,/questions/12584400/android-idle-condition-data-loss,True,data loss
Monodroid Taking Screenshots out of memory,"android,bitmap,xamarin.android,screenshot",True,/questions/12572445/monodroid-taking-screenshots-out-of-memory,True,out of memory
Out of Memory when allocating cursors,"android,sqlite,memory,memory-leaks,android-cursor",True,/questions/12577400/out-of-memory-when-allocating-cursors,True,out of memory
Android memory leak with images from assets,"java,android,memory-leaks",True,/questions/12545131/android-memory-leak-with-images-from-assets,True,memory leak
Out of memory exception when running multiple test with Android-Espresso,"android,testing,android-espresso,gui-testing,ui-testing",True,/questions/29227482/out-of-memory-exception-when-running-multiple-test-with-android-espresso,True,out of memory
SharedPreferences.apply() and ANR application,"android,android-activity,sharedpreferences,apply",True,/questions/29166812/sharedpreferences-apply-and-anr-application,True, ANR 
android media player unresponsive,"java,android,android-mediaplayer",True,/questions/29150708/android-media-player-unresponsive,True,unresponsive
How can I avoid memory leaks when I implement canvas.drawBitmap method?,"java,android,canvas,memory-leaks,bitmap",True,/questions/29137674/how-can-i-avoid-memory-leaks-when-i-implement-canvas-drawbitmap-method,True,memory leak
"Application not responding, why doesn't ANR popup display?","android,performance-testing,android-anr-dialog",True,/questions/58641850/application-not-responding-why-doesnt-anr-popup-display,True," ANR 
application not responding"
is there any way to use AsyncTask without memory leak in android using java,"android,performance,android-studio",True,/questions/58539709/is-there-any-way-to-use-asynctask-without-memory-leak-in-android-using-java,True,memory leak
"Expo network response Timed Out, Can't run Expo app on android emulator","android,react-native,android-emulator,expo,android-virtual-device",True,/questions/58382437/expo-network-response-timed-out-cant-run-expo-app-on-android-emulator,True,response time
Handler Memory Leak?,"java,android,memory-leaks",True,/questions/27848204/handler-memory-leak,True,memory leak
Volley ui freeze on parsing data,"java,android",True,/questions/27707996/volley-ui-freeze-on-parsing-data,True,UI freeze
"Rooting ICS emulator; pushing su fails with ""Out of memory""","android,android-emulator,su",True,/questions/9921874/rooting-ics-emulator-pushing-su-fails-with-out-of-memory,True,out of memory
Android Memory Leak new Thread(),"java,android,memory-leaks",True,/questions/9921561/android-memory-leak-new-thread,True,memory leak
Out of Memory Error in android due to Heap Size Increasing,"android,out-of-memory",True,/questions/9818407/out-of-memory-error-in-android-due-to-heap-size-increasing,True,out of memory
Getting out of memory error while using threads for Image loading in Android.,android,True,/questions/9767794/getting-out-of-memory-error-while-using-threads-for-image-loading-in-android,True,out of memory
Running out of Memory - bitmap size exceeds VM budget,"java,android,memory,imagebutton",True,/questions/9745608/running-out-of-memory-bitmap-size-exceeds-vm-budget,True,out of memory
Android Response Timeout,"android,https,httpwebrequest,httprequest",True,/questions/9715800/android-response-timeout,True,response time
getXml() is running out of memory when reading large XML on low-end devices,"android,xml",True,/questions/9675956/getxml-is-running-out-of-memory-when-reading-large-xml-on-low-end-devices,True,out of memory
Got ANR after device went to sleep (Android),"android,android-anr-dialog",True,/questions/9670730/got-anr-after-device-went-to-sleep-android,True, ANR 
Getting out of memory error while reading responce from web service,"android,web-services,out-of-memory",True,/questions/9644629/getting-out-of-memory-error-while-reading-responce-from-web-service,True,out of memory
"Out of memory error when inserting more records(nearly 1,00,000 records) into database",android,True,/questions/9629619/out-of-memory-error-when-inserting-more-recordsnearly-1-00-000-records-into-da,True,out of memory
Fixing Activity memory leaks found by Leak canary,"android,memory-leaks,leakcanary",True,/questions/62848503/fixing-activity-memory-leaks-found-by-leak-canary,True,memory leak
Can a not removed ViewTreeObserver listener cause memory leaks?,"android,memory-leaks",True,/questions/36788740/can-a-not-removed-viewtreeobserver-listener-cause-memory-leaks,True,memory leak
Android running out of memory,"android,debugging,memory-management",True,/questions/36584626/android-running-out-of-memory,True,out of memory
Android | Correct way to get and compress bitmap | Out of memory,"android,bitmap,out-of-memory",True,/questions/36583866/android-correct-way-to-get-and-compress-bitmap-out-of-memory,True,out of memory
Out of memory error when calling web api using volley in android,"android,android-volley",True,/questions/36564511/out-of-memory-error-when-calling-web-api-using-volley-in-android,True,out of memory
How to find a Android Memory Leak,"android,memory-leaks",True,/questions/36500526/how-to-find-a-android-memory-leak,True,memory leak
Android ImageViews Causing Memory Leak?,"android,memory-leaks,imageview",True,/questions/36486412/android-imageviews-causing-memory-leak,True,memory leak
Roboelectric unit tests are unresponsive,"android,unit-testing,android-studio,android-gradle-plugin,robolectric",True,/questions/36479391/roboelectric-unit-tests-are-unresponsive,True,unresponsive
Library to detect memory leak in android using Kotlin,"android,memory-leaks,kotlin",True,/questions/43589347/library-to-detect-memory-leak-in-android-using-kotlin,True,memory leak
VideoView memory leak,"android,memory-leaks,android-videoview",True,/questions/43280440/videoview-memory-leak,True,memory leak
What does sCount=2 dsCount=1 mean in android ANR file?,"android,debugging,adb,android-debug,android-anr-dialog",True,/questions/43132145/what-does-scount-2-dscount-1-mean-in-android-anr-file,True, ANR 
"Rxjava, combineLatest with RxTextView memory leak","android,memory-leaks,rx-java,rx-kotlin,rx-binding",True,/questions/52446947/rxjava-combinelatest-with-rxtextview-memory-leak,True,memory leak
