Title,Tags,Link,With Code,matched_keywords
memory leak when declaring and assigning an object,"java,android,memory,memory-management,memory-leaks",https://stackoverflow.com/questions/37931778/memory-leak-when-declaring-and-assigning-an-object,True,memory leak
How to handle out of memory exceptions in android,android,https://stackoverflow.com/questions/37882583/how-to-handle-out-of-memory-exceptions-in-android,True,out of memory
Out of memory when adding custom markers with image to Google Maps?,"android,google-maps,google-maps-markers",https://stackoverflow.com/questions/37875679/out-of-memory-when-adding-custom-markers-with-image-to-google-maps,True,out of memory
getting Out of memory on a 18662412-byte allocation error while load 15 image,"android,android-recyclerview",https://stackoverflow.com/questions/37861403/getting-out-of-memory-on-a-18662412-byte-allocation-error-while-load-15-image,True,out of memory
Android Application Not Responding java.lang.RuntimeException: Unable to resume activity,"java,android,android-studio,bluetooth",https://stackoverflow.com/questions/37857214/android-application-not-responding-java-lang-runtimeexception-unable-to-resume,True,application not responding
Android Gradle Flavors has any apk size impact?,"android,gradle,android-productflavors",https://stackoverflow.com/questions/37854008/android-gradle-flavors-has-any-apk-size-impact,True,apk size
How to Scale an image or resize to avoid out of memory error?,"java,android,image,bitmap",https://stackoverflow.com/questions/37851853/how-to-scale-an-image-or-resize-to-avoid-out-of-memory-error,True,out of memory
&quot;There is not enough storage space on the device to store package&quot; when starting Android emulator,"android,xamarin,visual-studio-2015,mono",https://stackoverflow.com/questions/37836021/there-is-not-enough-storage-space-on-the-device-to-store-package-when-starting,True,storage space
Out of memory Socket.IO rendering Android application,"java,android,node.js,socket.io",https://stackoverflow.com/questions/37819593/out-of-memory-socket-io-rendering-android-application,True,out of memory
Android. Force ANR dump,"android,adb",https://stackoverflow.com/questions/37807802/android-force-anr-dump,True, ANR 
"shrinkresource ,proguard etc in xamarin doesn&#39;t reduce my app size","android,xamarin,proguard,publishing,shrinkresources",https://stackoverflow.com/questions/37792219/shrinkresource-proguard-etc-in-xamarin-doesnt-reduce-my-app-size,True,app size
android how to avoid this out of memory error,"android,out-of-memory,drawable",https://stackoverflow.com/questions/37776939/android-how-to-avoid-this-out-of-memory-error,True,out of memory
Application not responding after integrating Firebase Crash Reporting,"android,firebase,android-6.0-marshmallow,android-gallery,firebase-crash-reporting",https://stackoverflow.com/questions/37763537/application-not-responding-after-integrating-firebase-crash-reporting,True,application not responding
Firebase ANR - Not even using firebase,"android,firebase,android-anr-dialog",https://stackoverflow.com/questions/37760401/firebase-anr-not-even-using-firebase,True, ANR 
"Android memory leak on device, not on emulator","java,android,memory-leaks,garbage-collection",https://stackoverflow.com/questions/37758010/android-memory-leak-on-device-not-on-emulator,True,memory leak
android - ANR on taking picture from gallery/camera,"android,android-camera,gallery,android-anr-dialog",https://stackoverflow.com/questions/37743711/android-anr-on-taking-picture-from-gallery-camera,True, ANR 
Iam getting this exception of gc out of memory .i tried my option but my app hangs becuse of this,"android,android-studio,gradle,garbage-collection,build.gradle",https://stackoverflow.com/questions/37742293/iam-getting-this-exception-of-gc-out-of-memory-i-tried-my-option-but-my-app-han,True,out of memory
Get Cached data storage programmatically,"android,caching",https://stackoverflow.com/questions/37738874/get-cached-data-storage-programmatically,True,data storage
Out of memory error when using Firebase in Android,"android,firebase",https://stackoverflow.com/questions/37734624/out-of-memory-error-when-using-firebase-in-android,True,out of memory
Warning: Do not place Android context classes in static fields; this is a memory leak (and also breaks Instant Run),"android,android-studio-2.2",https://stackoverflow.com/questions/37709918/warning-do-not-place-android-context-classes-in-static-fields-this-is-a-memory,True,memory leak
Android Studio OOM Exception?,"java,android,android-studio,out-of-memory",https://stackoverflow.com/questions/37647057/android-studio-oom-exception,True, oom 
Android Studio Out Of Memory Error ViewFlipper,"javascript,android,out-of-memory",https://stackoverflow.com/questions/37627542/android-studio-out-of-memory-error-viewflipper,True,out of memory
Application not responding after adding Firebase,"android,firebase",https://stackoverflow.com/questions/37625747/application-not-responding-after-adding-firebase,True,application not responding
HashMap into ArrayList Out of Memory,"java,android,arraylist,hashmap",https://stackoverflow.com/questions/37613820/hashmap-into-arraylist-out-of-memory,True,out of memory
Adding images to the gridview dynamically gives out of memory error,"android,gridview",https://stackoverflow.com/questions/37611262/adding-images-to-the-gridview-dynamically-gives-out-of-memory-error,True,out of memory
Sencha cmd 6.1 makes app size bigger,"android,ios,cordova,sencha-touch-2,sencha-cmd",https://stackoverflow.com/questions/37603008/sencha-cmd-6-1-makes-app-size-bigger,True,app size
ViewPager memory leak,"android,memory-leaks,android-viewpager",https://stackoverflow.com/questions/37591376/viewpager-memory-leak,True,memory leak
How to properly extract files (out of memory)?,android,https://stackoverflow.com/questions/37570645/how-to-properly-extract-files-out-of-memory,True,out of memory
custom ArrayAdapter for listView with images out of memory,"android,image,out-of-memory,android-arrayadapter",https://stackoverflow.com/questions/37548349/custom-arrayadapter-for-listview-with-images-out-of-memory,True,out of memory
Android: Out of memory,"android,memory,picasso,android-bitmap",https://stackoverflow.com/questions/37521114/android-out-of-memory,True,out of memory
Firebase addValueEventListener response time little slow?,"android,firebase,firebase-realtime-database",https://stackoverflow.com/questions/37508991/firebase-addvalueeventlistener-response-time-little-slow,True,response time
java out of memory exception on setting multiple images on GridView using baseadapter,"java,android,out-of-memory,android-gridview,baseadapter",https://stackoverflow.com/questions/37467658/java-out-of-memory-exception-on-setting-multiple-images-on-gridview-using-basead,True,out of memory
What is the reasonable frequency of ScanCallback when using Android BLE ScanSettings.SCAN_MODE_LOW_LATENCY?,"android,android-5.0-lollipop,bluetooth-lowenergy",https://stackoverflow.com/questions/37464027/what-is-the-reasonable-frequency-of-scancallback-when-using-android-ble-scansett,True,latency
Memory leak with simple activities navigation,"android,memory-leaks,xamarin,xamarin.android",https://stackoverflow.com/questions/37387216/memory-leak-with-simple-activities-navigation,True,memory leak
Android low latency OpenSLES: Recorder stop working on audio route change to speaker,"android,android-ndk,android-audiomanager,android-audiorecord,opensl",https://stackoverflow.com/questions/37372289/android-low-latency-opensles-recorder-stop-working-on-audio-route-change-to-spe,True,latency
Out of memory exception caused by listview of bitmap,"android,listview,bitmap",https://stackoverflow.com/questions/37363606/out-of-memory-exception-caused-by-listview-of-bitmap,True,out of memory
Android ANR when user is coming from background,"android,android-anr-dialog",https://stackoverflow.com/questions/37321352/android-anr-when-user-is-coming-from-background,True, ANR 
Android memory leak Custom view,"android,memory-leaks,android-custom-view",https://stackoverflow.com/questions/37296422/android-memory-leak-custom-view,True,memory leak
Android automation tests with Espresso - how to prevent dagger graph memory leaks?,"android,automated-tests,android-espresso,dagger-2",https://stackoverflow.com/questions/37294264/android-automation-tests-with-espresso-how-to-prevent-dagger-graph-memory-leak,True,memory leak
android out of memory error,"java,android,spring,web-services,out-of-memory",https://stackoverflow.com/questions/37293759/android-out-of-memory-error,True,out of memory
Is it possible to keep NIO in OP_WRITE mode without high CPU usage,"java,android,tcp,nio",https://stackoverflow.com/questions/37241418/is-it-possible-to-keep-nio-in-op-write-mode-without-high-cpu-usage,True,cpu usage
Response timeout xamarin android,"c#,android,json,xamarin",https://stackoverflow.com/questions/37238239/response-timeout-xamarin-android,True,response time
Catering for devices running Jelly bean as well as versions later than Jelly bean when obtaining application data usage,"java,android,android-studio",https://stackoverflow.com/questions/37181492/catering-for-devices-running-jelly-bean-as-well-as-versions-later-than-jelly-bea,True,data usage
App is getting OOM when going to and fro from one activity to other Multiple time,"android,android-studio,out-of-memory,android-studio-2.0",https://stackoverflow.com/questions/37159069/app-is-getting-oom-when-going-to-and-fro-from-one-activity-to-other-multiple-tim,True, oom 
android UI lag on some devices,"android,android-fragments,android-gridview,navigation-drawer",https://stackoverflow.com/questions/37158466/android-ui-lag-on-some-devices,True,UI lag
How to calculate cache size in android programmaticaly?,"android,caching",https://stackoverflow.com/questions/37156222/how-to-calculate-cache-size-in-android-programmaticaly,True,cache size
Multiple enqueue in retrofit causing out of memory error?,"android,out-of-memory,retrofit,retrofit2",https://stackoverflow.com/questions/37155783/multiple-enqueue-in-retrofit-causing-out-of-memory-error,True,out of memory
Loading images from sdcard into a gridview throwing Out of memory exception?,"android,image,gridview,bitmap",https://stackoverflow.com/questions/37138102/loading-images-from-sdcard-into-a-gridview-throwing-out-of-memory-exception,True,out of memory
Cannot solve out of memory error when loading from gallery,"android,memory",https://stackoverflow.com/questions/37108021/cannot-solve-out-of-memory-error-when-loading-from-gallery,True,out of memory
How to reduce Apk size when 80% size is due to the third party library?,"android,android-gradle-plugin,size,apk",https://stackoverflow.com/questions/41504567/how-to-reduce-apk-size-when-80-size-is-due-to-the-third-party-library,True,apk size
Android MONKEY ANR at android.os.MessageQueue.nativePollOnce,"android,monkey",https://stackoverflow.com/questions/41498617/android-monkey-anr-at-android-os-messagequeue-nativepollonce,True, ANR 
Can setting Looper in a thread cause a java memory leak?,"java,android,multithreading,memory-leaks",https://stackoverflow.com/questions/41491886/can-setting-looper-in-a-thread-cause-a-java-memory-leak,True,memory leak
Android Out of Memory,"android,android-studio,android-memory",https://stackoverflow.com/questions/41451279/android-out-of-memory,True,out of memory
Out of Memory : android.support.v7.app.AppCompatActivity.onCreate,"android,out-of-memory,android-appcompat,appcompatactivity",https://stackoverflow.com/questions/41444321/out-of-memory-android-support-v7-app-appcompatactivity-oncreate,True,out of memory
"Cpu usage is too high, Up to 95%",android,https://stackoverflow.com/questions/41440420/cpu-usage-is-too-high-up-to-95,True,cpu usage
Good approach to avoid memory leaks,"java,android,mvvm,memory-leaks,garbage-collection",https://stackoverflow.com/questions/41432512/good-approach-to-avoid-memory-leaks,True,memory leak
Memory Leak with AsyncTask,"android,memory-leaks,android-asynctask",https://stackoverflow.com/questions/41427926/memory-leak-with-asynctask,True,memory leak
MediaControllerCompat memory leak,"java,android,memory-leaks,leakcanary,android-mediasession",https://stackoverflow.com/questions/41396814/mediacontrollercompat-memory-leak,True,memory leak
How to keep CPU usage level low in Socket long connection,"java,android,sockets",https://stackoverflow.com/questions/41389786/how-to-keep-cpu-usage-level-low-in-socket-long-connection,True,cpu usage
Memory leak problems on Android,"java,android,android-studio,memory-leaks,handler",https://stackoverflow.com/questions/41389155/memory-leak-problems-on-android,True,memory leak
Android : Out of memory exception while scrolling GridView?,"android,gridview,out-of-memory,android-gridview",https://stackoverflow.com/questions/41374960/android-out-of-memory-exception-while-scrolling-gridview,True,out of memory
Updating TextView and running Animation on rows in RecyclerView is causing memory leak,"android,memory-leaks",https://stackoverflow.com/questions/41370027/updating-textview-and-running-animation-on-rows-in-recyclerview-is-causing-memor,True,memory leak
Out of Memory (OOM) in android?,"java,android,android-videoview,heap-memory",https://stackoverflow.com/questions/41257082/out-of-memory-oom-in-android,True,out of memory
Memory Leak on using PhoneStateListener,"android,memory,memory-leaks,phone-state-listener,leakcanary",https://stackoverflow.com/questions/41256909/memory-leak-on-using-phonestatelistener,True,memory leak
Android - Good practices to avoid Memory leaks,"android,performance,memory,memory-leaks,imageview",https://stackoverflow.com/questions/41252385/android-good-practices-to-avoid-memory-leaks,True,memory leak
How to apply bitmap recycle in recycleView because of out of memory exception,"android,bitmap,out-of-memory,android-recyclerview",https://stackoverflow.com/questions/41239900/how-to-apply-bitmap-recycle-in-recycleview-because-of-out-of-memory-exception,True,out of memory
Picaso Run out of memory when load more then 100 image,"android,picasso",https://stackoverflow.com/questions/41234324/picaso-run-out-of-memory-when-load-more-then-100-image,True,out of memory
Does adding dependency to gradle in android studio while not using it at all affect apk size?,"android,android-gradle-plugin,apk,libraries",https://stackoverflow.com/questions/41221828/does-adding-dependency-to-gradle-in-android-studio-while-not-using-it-at-all-aff,True,apk size
sqlite orientation change memory leak,"java,android,sqlite",https://stackoverflow.com/questions/41214981/sqlite-orientation-change-memory-leak,True,memory leak
Android app cpu usage jump to 50-100% and trace show only JDWP,"java,android,performance,trace",https://stackoverflow.com/questions/41208828/android-app-cpu-usage-jump-to-50-100-and-trace-show-only-jdwp,True,cpu usage
Data usage API subscriber Id,android,https://stackoverflow.com/questions/41202197/data-usage-api-subscriber-id,True,data usage
View is unresponsive after applying a long list of Paths,"android,android-canvas,android-view,android-bitmap",https://stackoverflow.com/questions/41198887/view-is-unresponsive-after-applying-a-long-list-of-paths,True,unresponsive
Im pretty confident there is a memory leak in my DemoTable Class?,"java,android,xml",https://stackoverflow.com/questions/41193525/im-pretty-confident-there-is-a-memory-leak-in-my-demotable-class,True,memory leak
QuickBlox memory leak,"java,android,memory-leaks",https://stackoverflow.com/questions/41188405/quickblox-memory-leak,True,memory leak
Converting JSONObject to JsonObject throwing out of memory exception,"android,json,out-of-memory,retrofit2,gson",https://stackoverflow.com/questions/41123464/converting-jsonobject-to-jsonobject-throwing-out-of-memory-exception,True,out of memory
Volley Change response timeout- Don&#39;t set duplicate,"java,android,android-volley",https://stackoverflow.com/questions/41114504/volley-change-response-timeout-dont-set-duplicate,True,response time
Android Out of memory error in creating bitmap for screen shot,"android,bitmap",https://stackoverflow.com/questions/41104920/android-out-of-memory-error-in-creating-bitmap-for-screen-shot,True,out of memory
MapView keeping Context cause memory leak,"android,google-maps,memory-leaks,android-mapview,leakcanary",https://stackoverflow.com/questions/41097269/mapview-keeping-context-cause-memory-leak,True,memory leak
Is this memory leak in my code or AOSP?,"android,leakcanary",https://stackoverflow.com/questions/41034911/is-this-memory-leak-in-my-code-or-aosp,True,memory leak
Android: Memory Leak,"android,memory-leaks,android-memory,java-memory-leaks",https://stackoverflow.com/questions/41033095/android-memory-leak,True,memory leak
SQLite Database vs. File based Data storage from Battery Performance Impact perspective,"android,performance,sqlite,service",https://stackoverflow.com/questions/40965083/sqlite-database-vs-file-based-data-storage-from-battery-performance-impact-pers,True,data storage
clear bitmaps on refresh to stop out of memory exception,"java,android,bitmap",https://stackoverflow.com/questions/40956235/clear-bitmaps-on-refresh-to-stop-out-of-memory-exception,True,out of memory
How to to prevent out of memory exception in Runnable,"android,runnable",https://stackoverflow.com/questions/40943174/how-to-to-prevent-out-of-memory-exception-in-runnable,True,out of memory
android out of memory error after multiple reloads,"java,android",https://stackoverflow.com/questions/40939116/android-out-of-memory-error-after-multiple-reloads,True,out of memory
ejabberd muc creation fails on android with response timeout,"android,ubuntu,ejabberd,smack,multiuserchat",https://stackoverflow.com/questions/40931615/ejabberd-muc-creation-fails-on-android-with-response-timeout,True,response time
Out of memory happened on showing sticker on imageview,"java,android,arrays,bitmap",https://stackoverflow.com/questions/40911650/out-of-memory-happened-on-showing-sticker-on-imageview,True,out of memory
Activity launched from widget activity unresponsive in Nougat,"android,android-intent,android-activity",https://stackoverflow.com/questions/40900474/activity-launched-from-widget-activity-unresponsive-in-nougat,True,unresponsive
Very specific issue about reduce latency between 2 photo first with flash and second without,"android,camera,android-camera",https://stackoverflow.com/questions/40890740/very-specific-issue-about-reduce-latency-between-2-photo-first-with-flash-and-se,True,latency
Out of memory error in Volley,"java,android,android-volley",https://stackoverflow.com/questions/40881830/out-of-memory-error-in-volley,True,out of memory
Android: issue with data storage (SharedPreferences),"android,sharedpreferences,data-storage",https://stackoverflow.com/questions/40855720/android-issue-with-data-storage-sharedpreferences,True,data storage
Android memory leak when use a timerTask in custom view,"android,memory-leaks,timer",https://stackoverflow.com/questions/40797442/android-memory-leak-when-use-a-timertask-in-custom-view,True,memory leak
Android - My app goes ANR instead of NPE when NPE is encountered,"android,android-anr-dialog",https://stackoverflow.com/questions/40797192/android-my-app-goes-anr-instead-of-npe-when-npe-is-encountered,True, ANR 
Android - CPU usage and Battery drain,"android,performance,cpu-usage",https://stackoverflow.com/questions/40737324/android-cpu-usage-and-battery-drain,True,"cpu usage
battery drain"
Slow response onTouchEvent in Android View with background present,android,https://stackoverflow.com/questions/40690693/slow-response-ontouchevent-in-android-view-with-background-present,True,slow response
CarouselView Out Of Memory Exception,"android,xamarin,xamarin.forms,out-of-memory,carousel",https://stackoverflow.com/questions/40646450/carouselview-out-of-memory-exception,True,out of memory
Bitmap memory leak,"android,memory-leaks,bitmap,garbage-collection",https://stackoverflow.com/questions/40612729/bitmap-memory-leak,True,memory leak
How to solve OOM exception while working with Bitmap?,"java,android,bitmap,crop,android-bitmap",https://stackoverflow.com/questions/40611244/how-to-solve-oom-exception-while-working-with-bitmap,True, oom 
Out of Memory during doinbackground,"android,android-asynctask,out-of-memory",https://stackoverflow.com/questions/40604952/out-of-memory-during-doinbackground,True,out of memory
How to manage more than 1000 custom markers in google map with bounding box limitation to avoid Out of memory exception?,"android,out-of-memory,marker",https://stackoverflow.com/questions/40589698/how-to-manage-more-than-1000-custom-markers-in-google-map-with-bounding-box-limi,True,out of memory
Is it possible to trigger location change without battery drain?,"android,location,battery,android-gps",https://stackoverflow.com/questions/40573413/is-it-possible-to-trigger-location-change-without-battery-drain,True,battery drain
"Static context saved in Application class and used in a singleton toast builder, does this create a memory leak?","java,android,memory-leaks,singleton,android-context",https://stackoverflow.com/questions/40573279/static-context-saved-in-application-class-and-used-in-a-singleton-toast-builder,True,memory leak
How to get the CPU utilization in the android app on ChromeBook,"android,android-8.0-oreo,chromebook",https://stackoverflow.com/questions/79635447/how-to-get-the-cpu-utilization-in-the-android-app-on-chromebook,True,cpu utilization
Memory Leaks with TileOverlays on JetpackCompose,"android,kotlin,google-maps,android-jetpack-compose,tiles",https://stackoverflow.com/questions/79623588/memory-leaks-with-tileoverlays-on-jetpackcompose,True,memory leak
AutofillService Memory leak reported by LeakCanary,"android,kotlin,memory-leaks,password-autofill",https://stackoverflow.com/questions/79616523/autofillservice-memory-leak-reported-by-leakcanary,True,memory leak
How to fix memory leak caused by ViewModel delegate?,"android,kotlin,memory-leaks,leakcanary",https://stackoverflow.com/questions/79615396/how-to-fix-memory-leak-caused-by-viewmodel-delegate,True,memory leak
Flutter: Android ANR issue in production,"android,flutter,anr",https://stackoverflow.com/questions/79612548/flutter-android-anr-issue-in-production,True, ANR 
Android Jetpack Glance updating with some latency ListItem,"android,android-jetpack-compose,glance-appwidget,glance",https://stackoverflow.com/questions/79607223/android-jetpack-glance-updating-with-some-latency-listitem,True,latency
Firebase Messaging Causes ANR on Notification Receive in Flutter App (Even with Minimal Handler),"android,flutter,firebase,firebase-cloud-messaging",https://stackoverflow.com/questions/79596466/firebase-messaging-causes-anr-on-notification-receive-in-flutter-app-even-with,True, ANR 
DNA Editor App DOM UI Rendering not loading,"javascript,android,html,css,webview",https://stackoverflow.com/questions/79581963/dna-editor-app-dom-ui-rendering-not-loading,True,UI rendering
Memory leak when collecting DataStore&lt;Preference&gt; as state in ComposeView overlay,"android,memory-leaks,android-jetpack-compose,overlay,android-jetpack-datastore",https://stackoverflow.com/questions/79552957/memory-leak-when-collecting-datastorepreference-as-state-in-composeview-overla,True,memory leak
Expo Go dev menu making React Native app UI unresponsive,"android,reactjs,mobile,microsoft-metro,expo-go",https://stackoverflow.com/questions/79510960/expo-go-dev-menu-making-react-native-app-ui-unresponsive,True,unresponsive
Memory leak WindowOnBackInvokedDispatcher$OnBackInvokedCallbackWrapper in InputMethodService onDestroy() Android 14 (34 Api),"android,kotlin,android-jetpack-compose,ime,leakcanary",https://stackoverflow.com/questions/79507246/memory-leak-windowonbackinvokeddispatcheronbackinvokedcallbackwrapper-in-inputm,True,memory leak
UI freeze after app brought from background leading to WaitingInMainSignalCatcherLoop: reacting to signal 3,"android,background,onresume",https://stackoverflow.com/questions/79464160/ui-freeze-after-app-brought-from-background-leading-to-waitinginmainsignalcatche,True,UI freeze
How to solve slow response from server in android application,"android,json,database,server",https://stackoverflow.com/questions/79447510/how-to-solve-slow-response-from-server-in-android-application,True,slow response
Why is my Android Debug APK size larger when setting minSdkVersion to 28?,"android,kotlin,android-jetpack-compose",https://stackoverflow.com/questions/79412107/why-is-my-android-debug-apk-size-larger-when-setting-minsdkversion-to-28,True,apk size
"How to avoid memory leak reusing Position, Normal, and Texture Buffers in OpenGL","java,android,memory,opengl-es,garbage-collection",https://stackoverflow.com/questions/79343807/how-to-avoid-memory-leak-reusing-position-normal-and-texture-buffers-in-opengl,True,memory leak
platform-tools\adb.exe - High CPU usage on server (Windows),"android,adb,cpu,platform-tools",https://stackoverflow.com/questions/79322366/platform-tools-adb-exe-high-cpu-usage-on-server-windows,True,cpu usage
How to sync multiple Android media MusicPlayers with low latency,"android,kotlin,audio,android-jetpack-compose,android-mediaplayer",https://stackoverflow.com/questions/79308198/how-to-sync-multiple-android-media-musicplayers-with-low-latency,True,latency
How to set delay/latency for output AudioMedia of pjsua2,"android,kotlin,sip,pjsip,pjsua2",https://stackoverflow.com/questions/79206372/how-to-set-delay-latency-for-output-audiomedia-of-pjsua2,True,latency
Why my expo app size increased when I added application icon,"android,react-native,expo,google-play-console,eas",https://stackoverflow.com/questions/79092784/why-my-expo-app-size-increased-when-i-added-application-icon,True,app size
What are changes on android 14 that affects ANR on flutter apps on bacground mode?,"android,flutter,push-notification,location,android-anr-dialog",https://stackoverflow.com/questions/79028728/what-are-changes-on-android-14-that-affects-anr-on-flutter-apps-on-bacground-mod,True, ANR 
Is there any functions to get the states of `Background data` and `Unrestricted mobile data usage` on Android 15?,android,https://stackoverflow.com/questions/79022315/is-there-any-functions-to-get-the-states-of-background-data-and-unrestricted,True,data usage
Android AES Large-File Encryption/Decryption Failed with Out Of Memory,"android,encryption,memory-management,out-of-memory,aes",https://stackoverflow.com/questions/79013458/android-aes-large-file-encryption-decryption-failed-with-out-of-memory,True,out of memory
Vue/Cordova/Android - WebView Memory Leak,"android,vue.js,cordova,webview,memory-leaks",https://stackoverflow.com/questions/78915505/vue-cordova-android-webview-memory-leak,True,memory leak
How to trap an Android crash due to memory consumption,"c#,android,memory-management",https://stackoverflow.com/questions/78826109/how-to-trap-an-android-crash-due-to-memory-consumption,True,memory consumption
CPU usage is getting increased on NFC usage in android app,"android,kotlin,nfc,cpu-usage,emv",https://stackoverflow.com/questions/78810507/cpu-usage-is-getting-increased-on-nfc-usage-in-android-app,True,cpu usage
Issue with UI Rendering in GlanceAppWidget,"android,kotlin,glance",https://stackoverflow.com/questions/78730921/issue-with-ui-rendering-in-glanceappwidget,True,UI rendering
Flutter UI rendering problem when I loaded the page,"android,flutter,user-interface,mobile",https://stackoverflow.com/questions/78710110/flutter-ui-rendering-problem-when-i-loaded-the-page,True,UI rendering
Memory leak at JavaModuleWrapper.mModuleHolder,"android,react-native",https://stackoverflow.com/questions/78702189/memory-leak-at-javamodulewrapper-mmoduleholder,True,memory leak
Load multiple images from Photos folder causes Out of Memory Exception,"android,kotlin,mobile,memory-management,out-of-memory",https://stackoverflow.com/questions/78684182/load-multiple-images-from-photos-folder-causes-out-of-memory-exception,True,out of memory
How can I reduce my APK size? The lib folder is too big in it,"android,dependencies,apk,size,geckoview",https://stackoverflow.com/questions/78666487/how-can-i-reduce-my-apk-size-the-lib-folder-is-too-big-in-it,True,apk size
USB debugging quickly gives ANR on breakpoint and debugging ends,"android,visual-studio,maui,.net-8.0,usb-debugging",https://stackoverflow.com/questions/78639557/usb-debugging-quickly-gives-anr-on-breakpoint-and-debugging-ends,True, ANR 
Out Of Memory Error in Flutter using Android Device Emulator,"android,flutter,dart,supabase",https://stackoverflow.com/questions/78615681/out-of-memory-error-in-flutter-using-android-device-emulator,True,out of memory
Jetpack Compose architecture with recursive screens using deep links and memory leaks,"android,android-jetpack-compose,android-viewmodel,jetpack-compose-navigation,android-jetpack-compose-navigation",https://stackoverflow.com/questions/78597051/jetpack-compose-architecture-with-recursive-screens-using-deep-links-and-memory,True,memory leak
Why does the ProGuard rule expand my APK size to be even larger than the jar itself？,"android,kotlin,android-jetpack-compose,apk,filesize",https://stackoverflow.com/questions/78572943/why-does-the-proguard-rule-expand-my-apk-size-to-be-even-larger-than-the-jar-its,True,apk size
Is it possible that visual issues like freezing and ANR not be shown as indicators in Profiler in CPU and MEMORY graphics?,android,https://stackoverflow.com/questions/78551194/is-it-possible-that-visual-issues-like-freezing-and-anr-not-be-shown-as-indicato,True, ANR 
Admob banner ad causing ANR (android.os.MessageQueue.nativePollOnce),"android,admob",https://stackoverflow.com/questions/78516697/admob-banner-ad-causing-anr-android-os-messagequeue-nativepollonce,True, ANR 
android - simulate stack memory leak,"android,memory,memory-leaks",https://stackoverflow.com/questions/78513101/android-simulate-stack-memory-leak,True,memory leak
Android: Action bar back button leaves the app unresponsive after being tap,"android,kotlin,android-actionbar,back-button",https://stackoverflow.com/questions/78402484/android-action-bar-back-button-leaves-the-app-unresponsive-after-being-tap,True,unresponsive
Android Emulator: Failed to Install ShellCommandUnresponsiveException and UtpException,"android,android-emulator,android-virtual-device,haxm,avd-manager",https://stackoverflow.com/questions/78400486/android-emulator-failed-to-install-shellcommandunresponsiveexception-and-utpexc,True,unresponsive
Resource leak when using ExoPlayer with SimpleCache,"android,exoplayer",https://stackoverflow.com/questions/78385158/resource-leak-when-using-exoplayer-with-simplecache,True,resource leak
Sending event from Android to JavaScript caused memory leak despite unsubscribed in useEffect,"android,react-native,kotlin,memory-leaks",https://stackoverflow.com/questions/78365682/sending-event-from-android-to-javascript-caused-memory-leak-despite-unsubscribed,True,memory leak
How to prevent ANR when showing full-screen progress,"android,xamarin.forms,progressdialog,android-anr-dialog,long-running-processes",https://stackoverflow.com/questions/78195526/how-to-prevent-anr-when-showing-full-screen-progress,True, ANR 
"The app size of given code is very large, is it because SDK?","android,flutter,sdk,voice,zegocloud",https://stackoverflow.com/questions/78136860/the-app-size-of-given-code-is-very-large-is-it-because-sdk,True,app size
Too much CPU usage of MediaProjection leaving less for OCR?,"java,android,ocr,cpu-usage,android-mediaprojection",https://stackoverflow.com/questions/78043477/too-much-cpu-usage-of-mediaprojection-leaving-less-for-ocr,True,cpu usage
React-Native app size is too large in both ios and android (android bundleRelease size is 283.3MB),"java,android,ios,objective-c,react-native",https://stackoverflow.com/questions/78032397/react-native-app-size-is-too-large-in-both-ios-and-android-android-bundlereleas,True,app size
How to get rid of blank white screen in expo-go app that becomes unresponsive without error?,"android,react-native,expo",https://stackoverflow.com/questions/78010135/how-to-get-rid-of-blank-white-screen-in-expo-go-app-that-becomes-unresponsive-wi,True,unresponsive
How to avoid Javascript making Android WebView unresponsive?,"android,android-webview,chromium",https://stackoverflow.com/questions/77945304/how-to-avoid-javascript-making-android-webview-unresponsive,True,unresponsive
Android WebView memory leak with videos,"android,html,memory,video,webview",https://stackoverflow.com/questions/77890520/android-webview-memory-leak-with-videos,True,memory leak
Memory leak in kotlin due to Closures?,"android,kotlin,memory-management,memory-leaks,textwatcher",https://stackoverflow.com/questions/77844001/memory-leak-in-kotlin-due-to-closures,True,memory leak
Is the usage of livedata-ktx with ViewModels causing memory leaks if the LiveData is not backed by a property?,"android,kotlin,android-livedata,android-viewmodel",https://stackoverflow.com/questions/59265617/is-the-usage-of-livedata-ktx-with-viewmodels-causing-memory-leaks-if-the-livedat,True,memory leak
leak canary detects memory leak in MediaBrowserServiceCompat sample app,"android,memory-leaks,android-service,leakcanary,mediabrowserservice",https://stackoverflow.com/questions/59264025/leak-canary-detects-memory-leak-in-mediabrowserservicecompat-sample-app,True,memory leak
How to find out the reason of slowdown UI in my application?,android,https://stackoverflow.com/questions/59252290/how-to-find-out-the-reason-of-slowdown-ui-in-my-application,True,slowdown
Apk size: Firebase MLKit includes large native library even if not in use,"android,firebase,apk,firebase-mlkit",https://stackoverflow.com/questions/59241853/apk-size-firebase-mlkit-includes-large-native-library-even-if-not-in-use,True,apk size
Flutter - How to reduce App Size on Device,"android,gradle,flutter,dart,apk",https://stackoverflow.com/questions/59208347/flutter-how-to-reduce-app-size-on-device,True,app size
FFmpeg Javacv - Latency Issue,"java,android,ffmpeg,h.264,javacv",https://stackoverflow.com/questions/59185079/ffmpeg-javacv-latency-issue,True,latency
How can I find my memory leak with Leak Canary?,"java,android,android-studio,memory-leaks",https://stackoverflow.com/questions/59160747/how-can-i-find-my-memory-leak-with-leak-canary,True,memory leak
